en,fr,it,de,es,ko,kana
The repellent’s effect wore off!,L’effet du répulsif s’est dissipé.,L’effetto del repellente è finito!,Das Schutz-Item wirkt nicht mehr!,El repelente ha dejado de surtir efecto.,스프레이의 효과가 사라졌다!,スプレーの　こうかが　きれた！
The repellent’s effect wore off! Use another?,L’effet du répulsif s’est dissipé. Voulez-vous en utiliser un autre ?,L’effetto del repellente è finito! Vuoi usarne un altro?,Das Schutz-Item wirkt nicht mehr! Erneut einsetzen?,El repelente ha dejado de surtir efecto. ¿Deseas utilizar otro?,스프레이의 효과가 사라졌다! 계속해서 쓰시겠습니까?,スプレーの　こうかが　きれた！ つづけて　つかいますか？
[VAR TRNAME(0000)] used [VAR iCOLOR2(0001)][VAR ITEM2(0001)].,[VAR TRNAME(0000)] utilise [VAR 1402(0001)][VAR ITEM2(0001)] !,[VAR TRNAME(0000)] usa [VAR 1500(0001)][VAR ITEM2(0001)]!,[VAR TRNAME(0000)] setzt [VAR ITEM2(0001)] ein.,¡[VAR TRNAME(0000)] ha usado [VAR 1702(0001)][VAR ITEM2(0001)]!,[VAR TRNAME(0000)][VAR 1900(0001)] [VAR ITEM2(0001)][VAR 1900(0002)] 썼다!,[VAR TRNAME(0000)]は [VAR ITEM2(0001)]を　つかった！
You got a message on your [VAR ITEM2(0000)]!,Vous avez reçu un message sur votre [VAR ITEM2(0000)].,Hai un messaggio sul tuo [VAR ITEM2(0000)]!,Du hast eine Nachricht über den [VAR ITEM2(0000)] empfangen!,¡Has recibido un mensaje en el [VAR ITEM2(0000)]!,[VAR ITEM2(0000)][VAR 1900(0003)] 메시지를 받았다!,[VAR ITEM2(0000)]が メッセージを　じゅしんした！
[VAR OPOWER(0000)]’s effects wore off!,L’effet de l’[VAR OPOWER(0000)] s’est dissipé.,L’effetto del [VAR OPOWER(0000)] è esaurito!,Die Wirkung von [VAR OPOWER(0000)] hat nachgelassen.,Se ha pasado el efecto del [VAR OPOWER(0000)].,[VAR OPOWER(0000)]의 효과가 떨어졌다,[VAR OPOWER(0000)]　の こうかが　きれた
Huh? But there don’t seem to be any Pokémon around...,On dirait qu’il n’y a pas de Pokémon à proximité.,Mmh... Non sembra che ci siano Pokémon...,Nanu? Hier gibt es gar keine Pokémon!,Parece que no hay ningún Pokémon por aquí...,엥? 포켓몬은 없는 듯하다...,あれ？　ポケモンは いないみたいだ……
Current battery level: [VAR NUM2(0000)] Walk around to charge the battery!,Énergie restante : [VAR NUM2(0000)] Marchez pour en accumuler !,Livello attuale di energia: [VAR NUM2(0000)]. Cammina per ricaricare il Poké Radar!,"Aktuelle Energie: [VAR NUM2(0000)] Laufe herum, um Energie zu sammeln!",Energía restante: [VAR NUM2(0000)] ¡Camina para acumular más!,현재의 에너지 [VAR NUM2(0000)] 걸어서 에너지를 쌓자!,げんざいの　エネルギー　[VAR NUM2(0000)] あるいて　エネルギーを　ためよう！
There doesn’t seem to be anything here...,"Apparemment, il n’y a rien ici…",Sembra che qui non ci sia nulla...,Hier gibt es offenbar keine Pokémon!,Parece que aquí no hay nada...,여기에는 아무것도 없는 것 같다...,ここには　なにも いないようだ……
The sweet scent faded for some reason...,Le Doux Parfum semble s’être dissipé…,Per qualche motivo quel dolce profumo è svanito...,Aus irgendeinem Grund ist der Lockduft verschwunden...,Parece que el aroma dulce ha desaparecido...,무슨 이유에선지 달콤한향기는 사라졌다...,なぜだか あまいかおりは　きえてしまった……
No! You reeled it in too fast!,Vous avez ramené la ligne trop vite !,Hai tirato troppo presto!,Du hast die Angel zu früh eingezogen!,¡Has recogido el sedal demasiado pronto!,타이밍이 너무 빨랐다!,タイミングが　はやすぎた！
No! You reeled it in too slow!,Vous avez ramené la ligne trop lentement !,Hai tirato troppo tardi!,Du hast die Angel zu spät eingezogen!,¡Has tardado demasiado en recoger el sedal!,타이밍이 너무 느렸다!,タイミングが　おそすぎた！
Nothing seems to be biting...,Ça ne mord pas…,Tsk... Non abboccano...,Es beißt einfach nichts an...,Parece que no pican...,잡히지 않네...,つれないなぁ……
It seems like you might get a bite if you move back a bit...,"Peut-être qu’en changeant légèrement d’emplacement, ça mordrait plus.","Prova a fare qualche passo indietro, potresti prendere qualcosa...",Vielleicht solltest du es mal von woanders versuchen?,A lo mejor si pruebas desde un poco más atrás...,조금 더 뒤에서라면 잡힐 것 같아,もうすこし　うしろからなら　つれそう
"[VAR TRNAME(0000)] opened h[VAR GENDBR(0000,0202)]iser [VAR ITEM2(0001)]!","[VAR TRNAME(0000)] ouvre s[VAR 1102(0001,0102,0202)]onaeses [VAR ITEM2(0001)].",[VAR TRNAME(0000)] ha aperto la [VAR ITEM2(0001)]!,[VAR TRNAME(0000)] schlägt die [VAR ITEM2(0001)] auf.,[VAR TRNAME(0000)] ha abierto su “[VAR ITEM2(0001)]”.,[VAR TRNAME(0000)][VAR 1900(0001)] [VAR ITEM2(0001)][VAR 1900(0002)] 폈다!,[VAR TRNAME(0000)]は [VAR ITEM2(0001)]を　ひらいた！
"Adventure Rule No. 1 Open the menu with the X Button! Adventure Rule No. 2 Record your progress with SAVE! Adventure Rule No. 3 Throw Poké Balls to catch Pokémon! Adventure Rule No. 4 Weaken Pokémon you want to catch! Adventure Rule No. 5 Use battles to help your Pokémon grow! Adventure Rule No. 6 Heal your Pokémon at Pokémon Centers! Adventure Rule No. 7 Buy more items than you think you need! Adventure Rule No. 8 Talk to everyone you meet for information! Adventure Rule No. 9 When you get lost, check your Town Map! Adventure Rule No. 10 Enjoy your journey with your Pokémon!",ABC Aventure - Chapitre 1 Le bouton X permet d’ouvrir le menu. ABC Aventure - Chapitre 2 Sauvegarder permet d’enregistrer sa progression. ABC Aventure - Chapitre 3 Les Poké Balls capturent les Pokémon. ABC Aventure - Chapitre 4 Un Pokémon affaibli est plus simple à capturer. ABC Aventure - Chapitre 5 Les Pokémon s’entraînent en se battant. ABC Aventure - Chapitre 6 Les Centres Pokémon soignent les Pokémon. ABC Aventure - Chapitre 7 Il vaut mieux acheter les objets en gros. ABC Aventure - Chapitre 8 Parlez aux gens que vous rencontrez ! ABC Aventure - Chapitre 9 La Carte permet de retrouver son chemin. ABC Aventure - Chapitre 10 Profitez de votre voyage avec les Pokémon !,"Regola n° 1 dell’avventura Con il pulsante X si apre il menu. Regola n° 2 dell’avventura Salva i progressi di gioco con “Salva”. Regola n° 3 dell’avventura Cattura i Pokémon lanciando le Poké Ball. Regola n° 4 dell’avventura Per catturare un Pokémon, prova a indebolirlo. Regola n° 5 dell’avventura Lottando, i Pokémon diventano più forti. Regola n° 6 dell’avventura Rimetti in sesto la squadra nei Centri Pokémon. Regola n° 7 dell’avventura Compra strumenti utili in abbondanza. Regola n° 8 dell’avventura Parla con tanta gente, potresti imparare cose utili. Regola n° 9 dell’avventura Se ti perdi, consulta la Mappa Città. Regola n° 10 dell’avventura Goditi al massimo il tuo viaggio con i Pokémon!","Abenteuerregel Nr. 1: Drücke den X-Knopf, um das Menü zu öffnen. Abenteuerregel Nr. 2: Wähle „Speichern“, um dein Spiel zu sichern. Abenteuerregel Nr. 3: Wirf Pokébälle, um Pokémon zu fangen. Abenteuerregel Nr. 4: Geschwächte Pokémon sind leichter zu fangen. Abenteuerregel Nr. 5: Trainere deine Pokémon durch Kämpfe. Abenteuerregel Nr. 6: Heile deine Pokémon im Pokémon-Center. Abenteuerregel Nr. 7: Lege dir einen Vorrat an wichtigen Items an. Abenteuerregel Nr. 8: Rede mit jedem, dem du begegnest. Abenteuerregel Nr. 9: Verschaffe dir mit der Karte Orientierung. Abenteuerregel Nr. 10: Genieße deine Reise mit den Pokémon!","Primera máxima del aventurero: Abre el menú con el botón X. Segunda máxima del aventurero: Guarda tu progreso con Guardar. Tercera máxima del aventurero: Lanza Poké Balls para capturar Pokémon. Cuarta máxima del aventurero: Para atrapar Pokémon, reduce sus PS primero. Quinta máxima del aventurero: Entrena a tus Pokémon haciéndolos combatir. Sexta máxima del aventurero: Cura a tu equipo en los Centros Pokémon. Séptima máxima del aventurero: Haz acopio de objetos. Octava máxima del aventurero: Habla con tanta gente como puedas. Novena máxima del aventurero: Consulta el Mapa si te pierdes. Décima máxima del aventurero: ¡Disfruta cada segundo de tu aventura Pokémon!",탐험 수칙 1 X 버튼으로 메뉴를 연다! 탐험 수칙 2 리포트를 선택하면 기록할 수 있다! 탐험 수칙 3 볼을 던져서 포켓몬을 잡는다! 탐험 수칙 4 포켓몬을 잡을 때엔 약하게 만든다! 탐험 수칙 5 포켓몬은 배틀시키면서 키운다! 탐험 수칙 6 포켓몬센터에서 회복시킨다! 탐험 수칙 7 도구는 많이 사 둔다!! 탐험 수칙 8 여러 사람에게 말을 건다! 탐험 수칙 9 길을 모를 때는 타운맵을 본다! 탐험 수칙 10 포켓몬과의 여행을 즐긴다!,たんけんの　こころえ　その1 Ｘボタンで　メニューが　ひらく！ たんけんの　こころえ　その2 レポートを　えらぶと　きろくできる！ たんけんの　こころえ　その3 ボールを　なげて　ポケモン　ほかく！ たんけんの　こころえ　その4 ほかくのときは　よわらせると　いい！ たんけんの　こころえ　その5 ポケモンは　たたかわせて　そだてる！ たんけんの　こころえ　その6 ポケモンセンターで　かいふく！ たんけんの　こころえ　その7 どうぐは　おおめに　かっておく！！ たんけんの　こころえ　その8 いろんな　ひとに　はなしかける！ たんけんの　こころえ　その9 まよったら　タウンマップを　みる！ たんけんの　こころえ　その10 ポケモンとの　たびを　たのしむ！
[VAR OPOWER(0000)]’s effects wore off!,L’effet de l’[VAR OPOWER(0000)] s’est dissipé.,L’effetto del [VAR OPOWER(0000)] è esaurito!,Die Wirkung von [VAR OPOWER(0000)] hat nachgelassen.,Se ha pasado el efecto del [VAR OPOWER(0000)].,[VAR OPOWER(0000)]의 효과가 떨어졌다,[VAR OPOWER(0000)]　の こうかが　きれた
It’s too risky to let go now!,Ce serait trop dangereux de lâcher prise maintenant !,È troppo pericoloso lasciare la presa adesso!,"Es ist im Moment zu gefährlich, sich nicht festzuhalten.",Soltarse del Pokémon sería demasiado peligroso.,지금 손을 놓으면 위험하다!,いま　てを　はなすと　あぶない！
You can’t get off here!,Vous ne pouvez pas descendre de selle ici !,Non puoi scendere dalla bici qui!,Du kannst hier nicht vom Rad absteigen!,¡Aquí no te puedes bajar de la Bici!,여기서는 내릴 수 없다!,ここでは　おりられない！
