en,fr,it,de,es,ko,kana
CONFIRM,OK,Ok,O.K.,Vale,결정,けってい
BACK,Retour,Indietro,Zurück,Atrás,돌아간다,もどる
L,L,L,L,L,L,L
[VAR NUM3(0000)],[VAR NUM3(0000)],[VAR NUM3(0000)],[VAR NUM3(0000)],[VAR NUM3(0000)],[VAR NUM3(0000)],[VAR NUM3(0000)]
SUMMARY,Résumé,Info,Bericht,Datos,능력치를 본다,つよさをみる
USE A MOVE,Capacité,Usa una mossa,Terrain-Attacke,Usar un movimiento,기술을 사용한다,わざをつかう
RESTORE,Soigner,Rimedi,Regenerieren,Curar,회복한다,かいふくする
ITEM,Objet,Strumenti,Item,Objeto,지닌물건,もちもの
SWITCH,Déplacer,Ordina,Tausch,Mover,순서바꾸기,ならびかえ
USE/GIVE,Utiliser/Donner,Usa/Dai,Benutzen/Geben,Usar/Dar,사용한다/건네준다,つかう／もたせる
[VAR COLOR(0002)]Soar[VAR COLOR(0000)],[VAR COLOR(0002)]Grand Envol[VAR COLOR(0000)],Ipervolo,[VAR COLOR(0002)]Überflieger[VAR COLOR(0000)],Ultravuelo,[VAR COLOR(0002)]창공날기[VAR COLOR(0000)],[VAR COLOR(0002)]おおぞらをとぶ[VAR COLOR(0000)]
[VAR PKNICK(0000)],[VAR PKNICK(0000)],[VAR PKNICK(0000)],[VAR PKNICK(0000)],[VAR PKNICK(0000)],[VAR PKNICK(0000)],[VAR PKNICK(0000)]
[VAR NUM3(0000)],[VAR NUM3(0000)],[VAR NUM3(0000)],[VAR NUM3(0000)],[VAR NUM3(0000)],[VAR NUM3(0000)],[VAR NUM3(0000)]
[VAR NUM3(0000)],[VAR NUM3(0000)],[VAR NUM3(0000)],[VAR NUM3(0000)],[VAR NUM3(0000)],[VAR NUM3(0000)],[VAR NUM3(0000)]
/,/,/,/,/,/,／
[VAR COLOR(0002)]♂[VAR COLOR(0000)],[VAR COLOR(0002)]♂[VAR COLOR(0000)],[VAR COLOR(0002)]♂[VAR COLOR(0000)],[VAR COLOR(0002)]♂[VAR COLOR(0000)],[VAR COLOR(0002)]♂[VAR COLOR(0000)],[VAR COLOR(0002)]♂[VAR COLOR(0000)],[VAR COLOR(0002)]♂[VAR COLOR(0000)]
