en,fr,it,de,es,ko,kana
[~ 0],Beau combat mais j'ai gagné !,[~ 0],[~ 0],[~ 0],[~ 0],[~ 0]
[~ 1],Je savais que mon nouveau Pokémon était puissant !,[~ 1],[~ 1],[~ 1],[~ 1],[~ 1]
[~ 2],"Joli combat, c'était divertissant.",[~ 2],[~ 2],[~ 2],[~ 2],[~ 2]
[~ 3],"Ahah, tu n'avais pas qu'à fuir les Pokémon !",[~ 3],[~ 3],[~ 3],[~ 3],[~ 3]
[~ 4],"Tu n'as pas réussi à surmonter mon challenge, j'ai gagné.",[~ 4],[~ 4],[~ 4],[~ 4],[~ 4]
[~ 5],Les Pokémon insectes ce sont les meilleurs !,[~ 5],[~ 5],[~ 5],[~ 5],[~ 5]
[~ 6],Je savais que je n'avais pas perdu toutes mes stratégies !,[~ 6],[~ 6],[~ 6],[~ 6],[~ 6]
[~ 7],Tu n'as aucune chance pour la Ligue Pokémon !,[~ 7],[~ 7],[~ 7],[~ 7],[~ 7]
[~ 8],Il semblerait que tu n'es pas encore le niveau pour te rendre à Fusiville.,[~ 8],[~ 8],[~ 8],[~ 8],[~ 8]
[~ 9],Je savais que j'avais bien fait d'attraper des Pokémon dans différents endroits !,[~ 9],[~ 9],[~ 9],[~ 9],[~ 9]
[~ 10],Je savais que mon équipe et moi on est incroyablement fort !,[~ 10],[~ 10],[~ 10],[~ 10],[~ 10]
[~ 11],Mes Pokémon adorent courir dans le sable avec moi. C'est ce qui les rend plus forts et nous a permis de te battre.,[~ 11],[~ 11],[~ 11],[~ 11],[~ 11]
[~ 12],Notre entrainement a fini par payer ! Nous sommes imbattables !,[~ 12],[~ 12],[~ 12],[~ 12],[~ 12]
[~ 13],Ce combat m'a montré que je suis prêt pour la Ligue Pokémon !,[~ 13],[~ 13],[~ 13],[~ 13],[~ 13]
[~ 14],Je te l'avais dit que j'étais sûr de gagner !,[~ 14],[~ 14],[~ 14],[~ 14],[~ 14]
[~ 15],Je savais que je n'étais pas prêt...,[~ 15],[~ 15],[~ 15],[~ 15],[~ 15]
[~ 16],[~ 16],[~ 16],[~ 16],[~ 16],[~ 16],[~ 16]
[~ 17],[~ 17],[~ 17],[~ 17],[~ 17],[~ 17],[~ 17]
[~ 18],[~ 18],[~ 18],[~ 18],[~ 18],[~ 18],[~ 18]
[~ 19],[~ 19],[~ 19],[~ 19],[~ 19],[~ 19],[~ 19]
[~ 20],[~ 20],[~ 20],[~ 20],[~ 20],[~ 20],[~ 20]
[~ 21],[~ 21],[~ 21],[~ 21],[~ 21],[~ 21],[~ 21]
[~ 22],[~ 22],[~ 22],[~ 22],[~ 22],[~ 22],[~ 22]
[~ 23],[~ 23],[~ 23],[~ 23],[~ 23],[~ 23],[~ 23]
[~ 24],[~ 24],[~ 24],[~ 24],[~ 24],[~ 24],[~ 24]
[~ 25],[~ 25],[~ 25],[~ 25],[~ 25],[~ 25],[~ 25]
[~ 26],[~ 26],[~ 26],[~ 26],[~ 26],[~ 26],[~ 26]
[~ 27],[~ 27],[~ 27],[~ 27],[~ 27],[~ 27],[~ 27]
[~ 28],[~ 28],[~ 28],[~ 28],[~ 28],[~ 28],[~ 28]
[~ 29],[~ 29],[~ 29],[~ 29],[~ 29],[~ 29],[~ 29]
