en,fr,it,de,es,ko,kana
OPTIONS,OPTIONS,Opzioni,Optionen,Opciones,설정을 바꾼다,せっていを　かえる
CONFIRM,OK,Ok,O.K.,Aceptar,결정,けってい
QUIT,Retour,Esci,Zurück,Salir,취소,やめる
TEXT SPEED,Vitesse du texte,Velocità testo,Text-Tempo,Velocidad del texto,이야기의 속도,はなしの　はやさ
SLOW,Lente,Lenta,1,Lenta,느리게,おそい
NORMAL,Normale,Normale,2,Media,보통,ふつう
FAST,Rapide,Veloce,3,Rápida,빠르게,はやい
You can choose from three different text-scrolling speeds to control how quickly messages appear.,Permet de choisir parmi trois vitesses de défilement du texte.,Scegli uno dei tre livelli di velocità di scorrimento del testo.,Wähle eine von drei Textgeschwindigkeiten.,Elige entre los tres niveles de velocidad del texto.,메시지의 표시 속도를 3종류 중에서 선택할 수 있습니다,メッセージの　はやさを 3しゅるいから　えらべます
BATTLE EFFECTS,Animations de combat,Animazioni,Animationen,Animaciones combate,배틀 애니메이션,せんとうアニメ
ON,Avec,Sì,An,Ver,본다,みる
OFF,Sans,No,Aus,No ver,안 본다,みない
You can choose whether you wish to see move animations during battles or not.,Permet d’afficher ou de sauter les animations de combat.,Scegli se vuoi vedere le animazioni durante le lotte.,"Wähle, ob in den Kämpfen Animationen für die Attacken angezeigt werden sollen.",Activa o desactiva las animaciones durante los combates.,배틀할 때 포켓몬 기술의 애니메이션을 볼 것인지 선택할 수 있습니다,せんとうのとき　すべての アニメを　みるかどうか　えらべます
BATTLE STYLE,Style de combat,Pokémon in lotta,Kampfstil,Tipo de combate,시합 룰,しあいのルール
SWITCH,Choix,Scegli se sostituire,Wechseln,Con cambios,교체,いれかえ
SET,Défini,Non sostituire,Nicht wechseln,Fijo,토너먼트,かちぬき
You can choose whether to be asked about switching Pokémon when an opposing Pokémon faints.,Permet de se voir proposer un changement de Pokémon quand le Pokémon adverse est mis K.O.,Scegli se tenere o sostituire il tuo Pokémon quando il nemico va KO.,Wähle zwischen zwei verschiedenen Kampfstilen.,Configura las reglas que se aplican en los combates.,승부의 룰을 선택할 수 있습니다,しょうぶの　ルールを えらぶことが　できます
[~ 16],[~ 16],[~ 16],[~ 16],[~ 16],[~ 16],[~ 16]
[~ 17],[~ 17],[~ 17],[~ 17],[~ 17],[~ 17],[~ 17]
[~ 18],[~ 18],[~ 18],[~ 18],[~ 18],[~ 18],[~ 18]
[~ 19],[~ 19],[~ 19],[~ 19],[~ 19],[~ 19],[~ 19]
[~ 20],[~ 20],[~ 20],[~ 20],[~ 20],[~ 20],[~ 20]
CHARACTERS,Caractères,Caratteri,Textmodus,Caracteres,글자 모드,もじモード
Hiragana,Hiragana,Hiragana,Hiragana,Hiragana,ひらがな,ひらがな
Kanji,Kanji,Kanji,Kanji,Kanji,漢字,漢字
Switch JP characters.,Changer de système de caractères.,Cambia caratteri.,"Wähle, wie der japanische Text dargestellt werden soll.",Elige cómo quieres que aparezca el texto japonés en pantalla.,글자 표시를 전환할 수 있습니다,もじの　ひょうじを きりかえることが　できます
BATTLE BG,Fond combat,Sfondo lotte,Kampfhintergrund,Fondo de combate,배틀벽지,せんとうかべがみ
DEFAULT,Par défaut,Predefinito,Standard,Estándar,기본,デフォルト
[~ 27],[~ 27],[~ 27],[~ 27],[~ 27],[~ 27],[~ 27]
