en,fr,it,de,es,ko,kana
YOUR MONEY,Argent,Soldi,Geld:,Dinero,용돈,おこづかい
"$[VAR 0206(0000,002C)]","[VAR 0206(0000,202F)] $","[VAR 0206(0000,002E)] $","[VAR 0206(0000,002E)] $","[VAR 0206(0000,202F)] $","[VAR 0206(0000,0000)]원","[VAR 0206(0000,0000)]円"
"$[VAR 0206(0000,002C)]","[VAR 0206(0000,202F)] $","[VAR 0206(0000,002E)] $","[VAR 0206(0000,002E)] $","[VAR 0206(0000,202F)] $","[VAR 0206(0000,0000)]원","[VAR 0206(0000,0000)]円"
[VAR 01C1(0000)],[VAR 01C1(0000)],[VAR 01C1(0000)],[VAR 01C1(0000)],[VAR 01C1(0000)],[VAR 01C1(0000)],[VAR 01C1(0000)]
[VAR 01C1(0000)],[VAR 01C1(0000)],[VAR 01C1(0000)],[VAR 01C1(0000)],[VAR 01C1(0000)],[VAR 01C1(0000)],[VAR 01C1(0000)]
[VAR 01C2(0000)],[VAR 01C2(0000)],[VAR 01C2(0000)],[VAR 01C2(0000)],[VAR 01C2(0000)],[VAR 01C2(0000)],[VAR 01C2(0000)]
Already purchased,Acheté,Articolo acquistato,Gekauft,Artículo comprado,이미 구매함,こうにゅうずみ
None available,Aucun article n’est disponible,Nessun articolo disponibile,Keine Items vorhanden,No hay artículos de este tipo.,아이템이 없습니다,アイテムは　ありません
Yes,Oui,Sì,Ja,Sí,예,はい
No,Non,No,Nein,No,아니요,いいえ
"That’ll be $[VAR 0206(0000,002C)], OK?","Cela vous fera [VAR 0206(0000,202F)] $. Cela vous convient-il ?","Fanno [VAR 0206(0000,002E)] $. Va bene?","Das macht [VAR 0206(0000,002E)] $. Einverstanden?","Te costará [VAR 0206(0000,202F)] $. ¿Te parece bien?","[VAR 0206(0000,0000)]원입니다만 구입하겠습니까?","[VAR 0206(0000,0000)]円に　なりますが よろしい　ですか？"
"That’ll be $[VAR 0206(0000,0000)]. And it’s OK that you can’t use that accessory with your current style, right?","Cela vous fera [VAR 0206(0000,202F)] $. Par contre, cet article n’est pas compatible avec ce que vous portez. Le prenez-vous quand même ?","Fanno [VAR 0206(0000,002E)] $. Non puoi indossare questo articolo con la tua acconciatura. Vuoi comprarlo lo stesso?","Das macht [VAR 0206(0000,002E)] $. Du kannst den Artikel nicht mit deinem jetzigen Look kombinieren. Willst du ihn dennoch kaufen?","Serán [VAR 0206(0000,202F)] $. El peinado que llevas no te permite ponerte este accesorio. ¿Seguro que quieres comprarlo?","[VAR 0206(0000,0000)]원입니다 지금 모습에는 사용할 수 없습니다만 괜찮겠습니까?","[VAR 0206(0000,0000)]円に　なります いまの　すがたでは　つけられませんが よろしい　ですか？"
You don’t have enough money!,Vous n’avez pas assez d’argent !,Non hai abbastanza soldi.,Du hast nicht genug Geld.,¡No tienes dinero suficiente!,돈이 부족합니다!,おかねが　たりません！
You’ve already purchased that item!,Vous avez déjà acheté cet article.,Hai già acquistato questo articolo.,Diesen Artikel besitzt du bereits.,Ya has comprado este artículo.,이 아이템은 이미 구매했습니다,こちらの　アイテムは すでに　こうにゅうずみ　です
