en,fr,it,de,es,ko,kana
"",- - -,- - -,― ― ―,"",― ― ―,― ― ―
"The target is physically pounded with a long tail, a foreleg, or the like.","Écrase l’ennemi avec les pattes avant ou la queue, par exemple.",Colpisce il bersaglio con la coda o le zampe anteriori.,Ein Hieb mit den Vorderbeinen oder dem Schweif.,Golpea con las patas o la cola.,긴 꼬리나 손 등을 사용하여 상대를 때려서 공격한다.,ながい　しっぽや　てなどを　つかって あいてを　はたいて　こうげきする。
"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.","Cette capacité ne peut pas être utilisée. Il est recommandé de l’oublier, même s’il sera impossible de se la remémorer une fois oubliée.","Questa mossa non può essere usata. È consigliabile farla dimenticare al Pokémon. Tuttavia, una volta dimenticata, non potrà più essere ricordata.","Diese Attacke kann nicht eingesetzt werden. Du solltest dein Pokémon sie vergessen lassen. Beachte aber, dass es sich danach nicht wieder an sie erinnern kann.","Este movimiento no se puede usar, por lo que sería mejor olvidarlo, aunque eso implique que no se pueda recordar posteriormente.",사용할 수 없는 기술입니다. 다시 배우게 할 수 없지만 기술을 잊게 하는 것을 권장합니다.,このわざは　つかえません おもいだすことが　できなくなりますが わざを　わすれることを　おすすめします
"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.","Cette capacité ne peut pas être utilisée. Il est recommandé de l’oublier, même s’il sera impossible de se la remémorer une fois oubliée.","Questa mossa non può essere usata. È consigliabile farla dimenticare al Pokémon. Tuttavia, una volta dimenticata, non potrà più essere ricordata.","Diese Attacke kann nicht eingesetzt werden. Du solltest dein Pokémon sie vergessen lassen. Beachte aber, dass es sich danach nicht wieder an sie erinnern kann.","Este movimiento no se puede usar, por lo que sería mejor olvidarlo, aunque eso implique que no se pueda recordar posteriormente.",사용할 수 없는 기술입니다. 다시 배우게 할 수 없지만 기술을 잊게 하는 것을 권장합니다.,このわざは　つかえません おもいだすことが　できなくなりますが わざを　わすれることを　おすすめします
"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.","Cette capacité ne peut pas être utilisée. Il est recommandé de l’oublier, même s’il sera impossible de se la remémorer une fois oubliée.","Questa mossa non può essere usata. È consigliabile farla dimenticare al Pokémon. Tuttavia, una volta dimenticata, non potrà più essere ricordata.","Diese Attacke kann nicht eingesetzt werden. Du solltest dein Pokémon sie vergessen lassen. Beachte aber, dass es sich danach nicht wieder an sie erinnern kann.","Este movimiento no se puede usar, por lo que sería mejor olvidarlo, aunque eso implique que no se pueda recordar posteriormente.",사용할 수 없는 기술입니다. 다시 배우게 할 수 없지만 기술을 잊게 하는 것을 권장합니다.,このわざは　つかえません おもいだすことが　できなくなりますが わざを　わすれることを　おすすめします
The target is slugged by a punch thrown with muscle-packed power.,L’ennemi reçoit un coup de poing d’une puissance incroyable.,Colpisce il bersaglio con un pugno poderoso.,Ein unglaublich kräftiger Hieb.,Un puñetazo de gran potencia.,힘을 담은 펀치로 상대를 공격한다.,ちからを　こめた　パンチで あいてを　こうげきする。
Numerous coins are hurled at the target to inflict damage. Money is earned after the battle.,Des pièces sont lancées sur l’ennemi. Permet d’obtenir de l’argent à la fin du combat.,Colpisce il bersaglio con una gran quantità di monete recuperabili dopo la lotta.,Das Ziel wird mit Münzen beworfen. Das Geld wird nach dem Kampf aufgesammelt.,Arroja monedas al objetivo y las recupera al final del combate.,상대의 몸에 돈을 세게 던져서 공격한다. 배틀 후에 돈을 받을 수 있다.,あいての　からだに こばんを　なげつけて　こうげきする。 せんとうの　あとで　おかねが　もらえる。
The target is punched with a fiery fist. This may also leave the target with a burn.,Un coup de poing enflammé vient frapper l’ennemi. Peut le brûler.,Colpisce il bersaglio con un pugno ardente che può scottarlo.,"Ein feuriger Schlag, der dem Ziel eventuell Verbrennungen zufügt.",Puñetazo ardiente que puede causar quemaduras.,불꽃을 담은 펀치로 상대를 공격한다. 화상 상태로 만들 때가 있다.,ほのおを　こめた　パンチで あいてを　こうげきする。 やけど　じょうたいに　することが　ある。
The target is punched with an icy fist. This may also leave the target frozen.,Un coup de poing glacé vient frapper l’ennemi. Peut le geler.,Colpisce il bersaglio con un pugno di ghiaccio che può congelarlo.,"Ein eisiger Schlag, der das Ziel eventuell einfriert.",Puñetazo helado que puede llegar a congelar.,냉기를 담은 펀치로 상대를 공격한다. 얼음 상태로 만들 때가 있다.,れいきを　こめた　パンチで あいてを　こうげきする。 こおり　じょうたいに　することが　ある。
The target is punched with an electrified fist. This may also leave the target with paralysis.,Un coup de poing électrique vient frapper l’ennemi. Peut le paralyser.,Colpisce il bersaglio con un pugno elettrico che può paralizzarlo.,"Ein elektrischer Schlag, der das Ziel eventuell paralysiert.",Puñetazo eléctrico que puede paralizar al adversario.,전격을 담은 펀치로 상대를 공격한다. 마비 상태로 만들 때가 있다.,でんげきを　こめた　パンチで あいてを　こうげきする。 まひ　じょうたいに　することが　ある。
