en,fr,it,de,es,ko,kana
[~ 0],[~ 0],[~ 0],[~ 0],[~ 0],[~ 0],[~ 0]
[~ 1],[~ 1],[~ 1],[~ 1],[~ 1],[~ 1],[~ 1]
[~ 2],[~ 2],[~ 2],[~ 2],[~ 2],[~ 2],[~ 2]
[~ 3],[~ 3],[~ 3],[~ 3],[~ 3],[~ 3],[~ 3]
[~ 4],[~ 4],[~ 4],[~ 4],[~ 4],[~ 4],[~ 4]
[~ 5],[~ 5],[~ 5],[~ 5],[~ 5],[~ 5],[~ 5]
[~ 6],[~ 6],[~ 6],[~ 6],[~ 6],[~ 6],[~ 6]
[~ 7],[~ 7],[~ 7],[~ 7],[~ 7],[~ 7],[~ 7]
[~ 8],[~ 8],[~ 8],[~ 8],[~ 8],[~ 8],[~ 8]
[~ 9],[~ 9],[~ 9],[~ 9],[~ 9],[~ 9],[~ 9]
[~ 10],[~ 10],[~ 10],[~ 10],[~ 10],[~ 10],[~ 10]
[~ 11],[~ 11],[~ 11],[~ 11],[~ 11],[~ 11],[~ 11]
[~ 12],[~ 12],[~ 12],[~ 12],[~ 12],[~ 12],[~ 12]
[VAR PKNAME(0000)],[VAR PKNAME(0000)],[VAR PKNAME(0000)],[VAR PKNAME(0000)],[VAR PKNAME(0000)],[VAR PKNAME(0000)],[VAR PKNAME(0000)]
[~ 14],[~ 14],[~ 14],[~ 14],[~ 14],[~ 14],[~ 14]
[~ 15],[~ 15],[~ 15],[~ 15],[~ 15],[~ 15],[~ 15]
[~ 16],[~ 16],[~ 16],[~ 16],[~ 16],[~ 16],[~ 16]
[~ 17],[~ 17],[~ 17],[~ 17],[~ 17],[~ 17],[~ 17]
[~ 18],[~ 18],[~ 18],[~ 18],[~ 18],[~ 18],[~ 18]
[~ 19],[~ 19],[~ 19],[~ 19],[~ 19],[~ 19],[~ 19]
 Habitat, Habitat, Habitat, Habitat, Hábitat,분포,ぶんぷ
[~ 21],[~ 21],[~ 21],[~ 21],[~ 21],[~ 21],[~ 21]
[~ 22],[~ 22],[~ 22],[~ 22],[~ 22],[~ 22],[~ 22]
[~ 23],[~ 23],[~ 23],[~ 23],[~ 23],[~ 23],[~ 23]
[~ 24],[~ 24],[~ 24],[~ 24],[~ 24],[~ 24],[~ 24]
[~ 25],[~ 25],[~ 25],[~ 25],[~ 25],[~ 25],[~ 25]
Height,Taille,Altezza,Größe,Altura,키,たかさ
Weight,Poids,Peso,Gewicht,Peso,몸무게,おもさ
?????,???,?????,???,(?),??????,？？？？？？
"???'??""","???,? m","???,? m","???,? m","???,? m",???.?m,???.?m
????.? lbs.,"???,? kg","???,? kg","???,? kg","???,? kg",???.?kg,???.?kg
Type,Type,Tipo,Typ,Tipo,타입,タイプ
