en,fr,it,de,es,ko,kana
[VAR PKNICK(0000)],[VAR PKNICK(0000)],[VAR PKNICK(0000)],[VAR PKNICK(0000)],[VAR PKNICK(0000)],[VAR PKNICK(0000)],[VAR PKNICK(0000)]
Held Item,Objet,Strumento,Item,Objeto,지닌물건,もちもの
[VAR 0109(0000)],[VAR 0109(0000)],[VAR 0109(0000)],[VAR 0109(0000)],[VAR 0109(0000)],[VAR 0109(0000)],[VAR 0109(0000)]
[VAR PKNAME(0000)],[VAR PKNAME(0000)],[VAR PKNAME(0000)],[VAR PKNAME(0000)],[VAR PKNAME(0000)],[VAR PKNAME(0000)],[VAR PKNAME(0000)]
No. [VAR NUM3(0000)],Nº [VAR NUM3(0000)],Nº [VAR NUM3(0000)],Nr. [VAR NUM3(0000)],N.º [VAR NUM3(0000)],No.[VAR NUM3(0000)],No.[VAR NUM3(0000)]
[~ 5],[~ 5],[~ 5],[~ 5],[~ 5],[~ 5],[~ 5]
[~ 6],[~ 6],[~ 6],[~ 6],[~ 6],[~ 6],[~ 6]
[VAR NUM2(0000)],[VAR NUM2(0000)],[VAR NUM2(0000)],[VAR NUM2(0000)],[VAR NUM2(0000)],[VAR NUM2(0000)],[VAR NUM2(0000)]
[~ 8],[~ 8],[~ 8],[~ 8],[~ 8],[~ 8],[~ 8]
[VAR MOVE(0000)],[VAR MOVE(0000)],[VAR MOVE(0000)],[VAR MOVE(0000)],[VAR MOVE(0000)],[VAR MOVE(0000)],[VAR MOVE(0000)]
PP,PP,PP,AP,PP,PP,PP
/,/,/,/,/,/,/
HP,PV,PS,KP,PS,HP,HP
Attack,Attaque,Attacco,Angriff,Ataque,공격,こうげき
Defense,Défense,Difesa,Vert.,Defensa,방어,ぼうぎょ
Sp. Atk,Atq. Spé.,Att. Sp.,Sp.-Ang.,At. Esp.,특수공격,とくこう
Sp. Def,Déf. Spé.,Dif. Sp.,Sp.-Vert.,Def. Esp.,특수방어,とくぼう
Speed,Vitesse,Velocità,Initiative,Velocidad,스피드,すばやさ
Ability,Talent,Abilità,Fähigkeit,Habilidad,특성,とくせい
[VAR ABILITY(0000)],[VAR ABILITY(0000)],[VAR ABILITY(0000)],[VAR ABILITY(0000)],[VAR ABILITY(0000)],[VAR ABILITY(0000)],[VAR ABILITY(0000)]
Power,Puissance,Potenza,Stärke,Potencia,위력,いりょく
Accuracy,Précision,Precisione,Genauigkeit,Precisión,명중,めいちゅう
—,-,-,–,—,-,-
Do you want your Pokémon to remember the move [VAR MOVE(0000)]?,Voulez-vous que le Pokémon se souvienne de [VAR MOVE(0000)] ?,La mossa da far ricordare è [VAR MOVE(0000)]?,Soll sich das Pokémon an die Attacke [VAR MOVE(0000)] erinnern?,¿Quieres que el Pokémon recuerde [VAR MOVE(0000)]?,[VAR MOVE(0000)][VAR 1900(0002)] 떠올리게 하겠습니까?,[VAR MOVE(0000)]を おもいだしますか？
Yes,Oui,Sì,Ja,Sí,예,はい
No,Non,No,Nein,No,아니요,いいえ
Do you want to give up on having [VAR PKNICK(0000)] remember a move?,Voulez-vous renoncer à ce que [VAR PKNICK(0000)] se souvienne d’une capacité ?,Vuoi rinunciare a far ricordare una mossa a [VAR PKNICK(0000)]?,"Bist du dir sicher, dass [VAR PKNICK(0000)] sich nicht an eine Attacke erinnern soll?",¿Prefieres que [VAR PKNICK(0000)] no recuerde un movimiento?,[VAR PKNICK(0000)]에게 기술을 떠올리게 하는 것을 포기하겠습니까?,[VAR PKNICK(0000)]に　わざを おもいださせるのを　あきらめますか？
