en,fr,it,de,es,ko,kana
Hardy,Hardi,Ardita,Robust,fuerte,노력,がんばりや
Lonely,Solo,Schiva,Solo,huraña,외로움,さみしがり
Brave,Brave,Audace,Mutig,audaz,용감,ゆうかん
Adamant,Rigide,Decisa,Hart,firme,고집,いじっぱり
Naughty,Mauvais,Birbona,Frech,pícara,개구쟁이,やんちゃ
Bold,Assuré,Sicura,Kühn,osada,대담,ずぶとい
Docile,Docile,Docile,Sanft,dócil,온순,すなお
Relaxed,Relax,Placida,Locker,plácida,무사태평,のんき
Impish,Malin,Scaltra,Pfiffig,agitada,장난꾸러기,わんぱく
Lax,Lâche,Fiacca,Lasch,floja,촐랑,のうてんき
Timid,Timide,Timida,Scheu,miedosa,겁쟁이,おくびょう
Hasty,Pressé,Lesta,Hastig,activa,성급,せっかち
Serious,Sérieux,Seria,Ernst,seria,성실,まじめ
Jolly,Jovial,Allegra,Froh,alegre,명랑,ようき
Naive,Naïf,Ingenua,Naiv,ingenua,천진난만,むじゃき
Modest,Modeste,Modesta,Mäßig,modesta,조심,ひかえめ
Mild,Doux,Mite,Mild,afable,의젓,おっとり
Quiet,Discret,Quieta,Ruhig,mansa,냉정,れいせい
Bashful,Pudique,Ritrosa,Zaghaft,tímida,수줍음,てれや
Rash,Foufou,Ardente,Hitzig,alocada,덜렁,うっかりや
Calm,Calme,Calma,Still,serena,차분,おだやか
Gentle,Gentil,Gentile,Zart,amable,얌전,おとなしい
Sassy,Malpoli,Vivace,Forsch,grosera,건방,なまいき
Careful,Prudent,Cauta,Sacht,cauta,신중,しんちょう
Quirky,Bizarre,Furba,Kauzig,rara,변덕,きまぐれ
[~ 25],[~ 25],[~ 25],[~ 25],[~ 25],[~ 25],[~ 25]
