en,fr,it,de,es,ko,kana
Pokémon Trainer,Dresseur,Allenatore,Pokémon-Trainer,Entrenador,포켓몬 트레이너,ポケモントレーナー
Pokémon Trainer,Dresseur,Allenatrice,Pokémon-Trainer,Entrenadora,포켓몬 트레이너,ポケモントレーナー
Youngster,Gamin,Bullo,Teenager,Joven,반바지 꼬마,たんぱんこぞう
Lass,Fillette,Pupa,Göre,Chica,짧은 치마,ミニスカート
Leader,Champion,Capopalestra,Arenaleiterin,Líder,체육관 관장,ジムリーダー
Sky Trainer,Dresseur Aérien,Aeroallenatrice,Himmelstrainer,Entrenadora Aérea,스카이 트레이너,スカイトレーナー
Sky Trainer,Dresseur Aérien,Aeroallenatore,Himmelstrainer,Entrenador Aéreo,스카이 트레이너,スカイトレーナー
Waitress,Serveuse,Cameriera,Serviererin,Camarera,웨이트리스,ウエイトレス
Ace Duo,Topduo,Fantaduo,Ass-Duo,Dúo Guay,엘리트콤비,エリートコンビ
Ace Trainer,Topdresseur,Fantallenatrice,Ass-Trainer,Entrenadora Guay,엘리트 트레이너,エリートトレーナー
Ace Trainer,Topdresseur,Fantallenatore,Ass-Trainer,Entrenador Guay,엘리트 트레이너,エリートトレーナー
Preschooler,Petite,Bimba,Vorschülerin,Preescolar,보육원아,えんじ
Preschooler,Petit,Bimbo,Vorschüler,Preescolar,보육원아,えんじ
Hex Maniac,Mystimaniac,Streghetta,Hexe,Bruja,오컬트마니아,オカルトマニア
Lady,Mademoiselle,Lady,Lady,Damisela,아기씨,おじょうさま
Beauty,Canon,Bellezza,Schönheit,Modelo,아가씨,おとなのおねえさん
Rich Boy,Richard,Elegantone,Schnösel,Niño Bien,도련님,おぼっちゃま
Swimmer ♂,Nageur,Nuotatore,Schwimmer,Nadador,수영팬티소년,かいパンやろう
Team Flare,Team Flare,Team Flare,Team Flare,Team Flare,플레어단,フレアだん
Team Flare,Team Flare,Team Flare,Team Flare,Team Flare,플레어단,フレアだん
Team Flare,Team Flare,Team Flare,Team Flare,Team Flare,플레어단,フレアだん
Team Flare,Team Flare,Team Flare,Team Flare,Team Flare,플레어단,フレアだん
Team Flare,Team Flare,Team Flare,Team Flare,Team Flare,플레어단,フレアだん
Black Belt,Karatéka,Cinturanera,Schwarzgurt,Karateka,태권왕,カラテおう
Tourist,Touriste,Turista,Touristin,Turista,투어객,ツアーきゃく
Garçon,Garçon de Café,Garçon,Garçon,Garçon,가르송,ギャルソン
Artist Family,Famille d’Artistes,Famiglia di artisti,Künstlerfamilie,Familia de Artistas,예술가부녀,げいじゅつおやこ
Artist,Peintre,Artista,Künstler,Artista,예술가,げいじゅつか
Artist,Peintre,Artista,Künstlerin,Artista,예술가,げいじゅつか
Scientist,Scientifique,Scienziata,Forscherin,Científica,연구원,けんきゅういん
Scientist,Scientifique,Scienziato,Forscher,Científico,연구원,けんきゅういん
Psychic,Kinésiste,Sensitivo,Psycho,Médium,초능력자,サイキッカー
Worker,Ouvrier,Lavoratore,Arbeiter,Operario,작업원,さぎょういん
Worker,Ouvrier,Lavoratore,Arbeiter,Operario,작업원,さぎょういん
Butler,Majordome,Maître,Butler,Mayordomo Leal,집사,しつじ
Elite Four,Conseil 4,Superquattro,Top Vier,Alto Mando,사천왕,してんのう
Elite Four,Conseil 4,Superquattro,Top Vier,Alto Mando,사천왕,してんのう
Elite Four,Conseil 4,Superquattro,Top Vier,Alto Mando,사천왕,してんのう
Elite Four,Conseil 4,Superquattro,Top Vier,Alto Mando,사천왕,してんのう
Leader,Champion,Capopalestra,Arenaleiter,Líder,체육관 관장,ジムリーダー
Leader,Champion,Capopalestra,Arenaleiterin,Líder,체육관 관장,ジムリーダー
Leader,Champion,Capopalestra,Arenaleiterin,Líder,체육관 관장,ジムリーダー
Leader,Champion,Capopalestra,Arenaleiter,Líder,체육관 관장,ジムリーダー
Leader,Champion,Capopalestra,Arenaleiter,Líder,체육관 관장,ジムリーダー
Leader,Champion,Capopalestra,Arenaleiter,Líder,체육관 관장,ジムリーダー
Leader,Champion,Capopalestra,Arenaleiterin,Líder,체육관 관장,ジムリーダー
Brains & Brawn,Cerveau et Muscles,Duo Braccio e Mente,Grips&Muckis,Cuerpo y Mente,브레인&파워즈,ブレイン＆パワーズ
Punk Guy,Vaurien,Ribelle,Punker,Chico Malo,배드가이,バッドガイ
Schoolgirl,Écolière,Studentessa,Schülerin,Estudiante,스쿨걸,スクールガール
Schoolboy,Écolier,Studente,Schüler,Estudiante,스쿨보이,スクールボーイ
Poké Fan,Pokéfan,Pokéfan,Pokéfan,Pokéfan,애호가클럽,だいすきクラブ
Poké Fan,Pokéfan,Pokéfan,Pokéfan,Pokéfan,애호가클럽,だいすきクラブ
Poké Fan Family,Couple de Pokéfans,Coppia Pokéfan,Pokéfan-Pärchen,Pareja de Pokéfans,애호가부부,だいすきふうふ
Champion,Maître,Campionessa,Champ,Campeona,챔피언,チャンピオン
Fisherman,Pêcheur,Pescatore,Angler,Pescador,낚시꾼,つりびと
Pokémon Trainer,Dresseur,Allenatrice,Pokémon-Trainer,Entrenadora,포켓몬 트레이너,ポケモントレーナー
Pokémon Trainer,Dresseur,Allenatore,Pokémon-Trainer,Entrenador,포켓몬 트레이너,ポケモントレーナー
Pokémon Trainer,Dresseur,Allenatore,Pokémon-Trainer,Entrenador,포켓몬 트레이너,ポケモントレーナー
Ace Trainer,Topdresseur,Fantallenatrice,Ass-Trainer,Entrenadora Guay,엘리트 트레이너,エリートトレーナー
Ace Trainer,Topdresseur,Fantallenatore,Ass-Trainer,Entrenador Guay,엘리트 트레이너,エリートトレーナー
Gardener,Jardinier,Giardiniere,Gärtner,Jardinero,정원사,にわし
Backpacker,Randonneur,Giramondo,Backpacker,Mochilero,백팩커,バックパッカー
Punk Girl,Vaurienne,Ribelle,Punkerin,Chica Mala,배드걸,バッドガール
Battle Girl,Combattante,Combat Girl,Kämpferin,Luchadora,배틀걸,バトルガール
Battle Chatelaine,Châtelaine Combat,Dama della lotta,Kampf-Châtelaine,Dama del Combate,배틀샤틀레느,バトルシャトレーヌ
Battle Chatelaine,Châtelaine Combat,Dama della lotta,Kampf-Châtelaine,Dama del Combate,배틀샤틀레느,バトルシャトレーヌ
Battle Chatelaine,Châtelaine Combat,Dama della lotta,Kampf-Châtelaine,Dama del Combate,배틀샤틀레느,バトルシャトレーヌ
Battle Chatelaine,Châtelaine Combat,Dama della lotta,Kampf-Châtelaine,Dama del Combate,배틀샤틀레느,バトルシャトレーヌ
Tourist,Touriste,Turista,Touristin,Turista,투어객,ツアーきゃく
Tourist,Touriste,Turista,Tourist,Turista,투어객,ツアーきゃく
Swimmer ♀,Nageuse,Nuotatrice,Schwimmerin,Nadadora,비키니 아가씨,ビキニのおねえさん
Mysterious Sisters,Sœurs Étranges,Sorelle Mistero,Schräge Schwestern,Hermanas Misteriosas,이상한 자매,フシギしまい
Twins,Jumelles,Gemelle,Zwillinge,Gemelas,쌍둥이,ふたごちゃん
Furisode Girl,Fille en Kimono,Ragazza in kimono,Kimono-Trägerin,Jovencita con Kimono,기모노드레스,ふりそで
Furisode Girl,Fille en Kimono,Ragazza in kimono,Kimono-Trägerin,Jovencita con Kimono,기모노드레스,ふりそで
Furisode Girl,Fille en Kimono,Ragazza in kimono,Kimono-Trägerin,Jovencita con Kimono,기모노드레스,ふりそで
Furisode Girl,Fille en Kimono,Ragazza in kimono,Kimono-Trägerin,Jovencita con Kimono,기모노드레스,ふりそで
Team Flare,Team Flare,Team Flare,Team Flare,Team Flare,플레어단,フレアだん
Team Flare,Team Flare,Team Flare,Team Flare,Team Flare,플레어단,フレアだん
Team Flare,Team Flare,Team Flare,Team Flare,Team Flare,플레어단,フレアだん
Team Aqua,Team Aqua,Team Idro,Team Aqua,Equipo Aqua,아쿠아단,アクアだん
Team Flare Boss,Boss Team Flare,Capo del Team Flare,Team-Flare-Boss,Jefe del Team Flare,플레어단보스,フレアだんボス
Veteran,Vénérable,Veterana,Veteranin,Veterana,베테랑 트레이너,ベテラントレーナー
Veteran,Vénérable,Veterano,Veteran,Veterano,베테랑 트레이너,ベテラントレーナー
Rising Star,Dresseur Prometteur,Giovane speranza,Trainerhoffnung,Entrenadora Promesa,호프 트레이너,ホープトレーナー
