en,fr,it,de,es,ko,kana
Good morning! Welcome to the Pokémon Center. Would you like to rest your Pokémon?,"Bonjour ! Bienvenue au Centre Pokémon, où nous soignons les Pokémon. Voulez-vous que nous nous occupions de votre équipe ?",Buongiorno! Sei in un Centro Pokémon. Qui rimettiamo in sesto i Pokémon stanchi. Vuoi far riposare la tua squadra?,Guten Morgen! Willkommen im Pokémon-Center! Wir heilen deine Pokémon und machen sie wieder fit! Sollen wir dein Pokémon-Team fit machen?,"¡Buenos días! Bienvenid[VAR GENDBR(00FF,0101)]oa al Centro Pokémon. Aquí, tu equipo Pokémon se recuperará por completo. ¿Quieres que descanse hasta que se reponga?",안녕하세요! 포켓몬센터입니다 여기에서는 포켓몬의 HP를 회복시켜 드립니다 당신의 포켓몬을 쉬게 해 주겠습니까?,おはようございます！ ポケモンセンター　です こちらでは　ポケモンの たいりょくを　かいふく　します あなたの　ポケモンを やすませて　あげますか？
"Hello, and welcome to the Pokémon Center. Would you like to rest your Pokémon?","Bonjour ! Bienvenue au Centre Pokémon, où nous soignons les Pokémon. Voulez-vous que nous nous occupions de votre équipe ?",Salve! Sei in un Centro Pokémon. Qui rimettiamo in sesto i Pokémon stanchi. Vuoi far riposare la tua squadra?,Guten Tag! Willkommen im Pokémon-Center! Wir heilen deine Pokémon und machen sie wieder fit! Sollen wir dein Pokémon-Team fit machen?,"¡Hola! Bienvenid[VAR GENDBR(00FF,0101)]oa al Centro Pokémon. Aquí, tu equipo Pokémon se recuperará por completo. ¿Quieres que descanse hasta que se reponga?",안녕하세요! 포켓몬센터입니다 여기에서는 포켓몬의 HP를 회복시켜 드립니다 당신의 포켓몬을 쉬게 해 주겠습니까?,こんにちは！ ポケモンセンター　です こちらでは　ポケモンの たいりょくを　かいふく　します あなたの　ポケモンを やすませて　あげますか？
Good evening! Welcome to the Pokémon Center. Would you like to rest your Pokémon?,"Bonjour ! Bienvenue au Centre Pokémon, où nous soignons les Pokémon. Voulez-vous que nous nous occupions de votre équipe ?",Buonasera! Sei in un Centro Pokémon. Qui rimettiamo in sesto i Pokémon stanchi. Vuoi far riposare la tua squadra?,"Hallo, Trainer! Willkommen im Pokémon-Center! Wir heilen deine Pokémon und machen sie wieder fit! Sollen wir dein Pokémon-Team fit machen?","¡Muy buenas! Bienvenid[VAR GENDBR(00FF,0101)]oa al Centro Pokémon. Aquí, tu equipo Pokémon se recuperará por completo. ¿Quieres que descanse hasta que se reponga?",안녕하세요! 포켓몬센터입니다 여기에서는 포켓몬의 HP를 회복시켜 드립니다 당신의 포켓몬을 쉬게 해 주겠습니까?,おつかれさまです！ ポケモンセンター　です こちらでは　ポケモンの たいりょくを　かいふく　します あなたの　ポケモンを やすませて　あげますか？
"OK. I’ll take your Pokémon for a few seconds, then.",Très bien ! Confiez-moi votre équipe un instant.,"Ok, prenderò in consegna la tua squadra di Pokémon per qualche secondo.",Okay! Ich nehme jetzt dein Pokémon-Team für einen kurzen Moment in meine Obhut!,"Vale, dame unos segundos.",그럼 맡아 드리겠습니다!,それでは おあずかり　いたします！
Thank you for waiting. We’ve restored your Pokémon to full health.,Merci d’avoir attendu. Votre équipe a retrouvé la santé !,Ecco fatto! Adesso la tua squadra è in perfetta forma.,Vielen Dank für deine Geduld! Dein Pokémon-Team ist wieder topfit!,Gracias por esperar. Tu equipo Pokémon ha recobrado toda su energía.,오래 기다리셨습니다! 맡겨 두신 포켓몬이 모두 건강해졌습니다!,おまちどおさま！ おあずかりした　ポケモンは みんな　げんきに　なりましたよ！
We hope to see you again!,À bientôt !,Torna pure quando vuoi!,Hoffentlich kommst du bald wieder!,¡Esperamos volver a verte!,또 이용해 주세요!,またの ごりようを　おまち　してます！
[~ 6],[~ 6],[~ 6],[~ 6],[~ 6],[~ 6],[~ 6]
"Happy birthday! Please keep visiting the Pokémon Center for many years to come! Now, would you like to rest your Pokémon?",Joyeux anniversaire ! Le Centre Pokémon est toujours heureux de pouvoir vous servir ! Voulez-vous que nous nous occupions de votre équipe ?,Buon compleanno! Speriamo di rivederti anche tutti gli altri giorni dell’anno! Vuoi far riposare la tua squadra?,Alles Gute zum Geburtstag! Das Pokémon-Center freut sich immer über deinen Besuch! Sollen wir dein Pokémon-Team fit machen?,¡Feliz cumpleaños! ¡Y gracias por utilizar el Centro Pokémon! ¿Quieres que tu equipo Pokémon descanse hasta que se reponga?,생일 축하드립니다!! 앞으로도 포켓몬센터를 이용해 주세요 그럼 당신의 포켓몬을 쉬게 해 주겠습니까?,おたんじょうび おめでとうございます！！ これからも　ポケモンセンターを ごりように　なってくださいね それでは　あなたの　ポケモンを やすませて　あげますか？
[~ 8],[~ 8],[~ 8],[~ 8],[~ 8],[~ 8],[~ 8]
"Hello, and welcome to the Pokémon Center. Here we restore your tired Pokémon to full health. Would you like to...","Bonjour ! Bienvenue au Centre Pokémon, où nous soignons les Pokémon. Voulez-vous…",Ciao! Sei in un Centro Pokémon. Qui rimettiamo in sesto i Pokémon stanchi. Vuoi far riposare...,"Hallo, Trainer! Willkommen im Pokémon-Center! Wir heilen deine Pokémon und machen sie wieder fit. Sollen wir deine...","¡Hola! Bienvenid[VAR GENDBR(00FF,0101)]oa al Centro Pokémon. Aquí tu equipo Pokémon se recuperará por completo. ¿Quieres que descanse hasta que...?",안녕하세요! 포켓몬센터입니다 여기에서는 포켓몬의 HP를 회복시켜 드립니다 당신의 포켓몬을...,おつかれさまです！ ポケモン　センター　です ここでは　ポケモンの たいりょく　かいふくを　します あなたの　ポケモンを……
"Th-that Trainer Card! That wonderful shade! That sparkle! I’ve seen several Trainers with Silver Trainer Cards already... But you’re the first to top them all with that impressive Trainer Card. Oh, [VAR TRNAME(0000)], may I please heal your Pokémon?","Cette… Carte de Dresseur ! Quelle couleur ! Et ce brillant ! J’ai déjà vu plusieurs Dresseurs avec une carte Argent… Mais vous les surpassez tous avec cette carte-ci. S’il vous plaît, [VAR TRNAME(0000)], puis-je avoir l’honneur de soigner vos Pokémon ?","Q-Quella Scheda Allenatore! Che bel colore! E tutte quelle stelle! Finora avevo visto parecchi Allenatori con Schede d’Argento. Ma una scheda come la tua non l’avevo mai vista! [VAR TRNAME(0000)], posso avere l’onore di curare i tuoi Pokémon?","D-d-dein Trainerpass! Diese intensive Farbe! Dieses Glitzern! Ich habe ja schon einige Trainer mit einem Silberpass getroffen... Aber du stellst sie mit deinem Pass in dieser Farbe alle in den Schatten. [VAR TRNAME(0000)], erweist du mir die Ehre, dein Pokémon-Team heilen zu dürfen?","¡E-esa Ficha de Entrenador! ¡Vaya color más intenso! ¡Y qué brillo! Hasta ahora había visto a varios Entrenadores con fichas de color plata. ¡Pero tú eres la primera persona con una ficha tan impresionante! [VAR TRNAME(0000)], ¿podría tener el honor de curar a tu equipo Pokémon?",그 그 카드는!? 그 색!! 그 광채!! 저도 지금까지 실버카드의 트레이너라면 몇 명은 만나봤지만 그것보다 대단한 트레이너카드를 갖고 있는 분은 [VAR TRNAME(0000)]님이 처음입니다! 자 [VAR TRNAME(0000)]님의 포켓몬을 쉬게 해줍시다!,そ　その　カードは！？ その　いろ！！ その　かがやき！！ わたしも　これまでに シルバーカードの　トレーナーさんなら なんにんか　みてきましたが それより　すごい トレーナーカードを　おもちの　かたは [VAR TRNAME(0000)]さんが　はじめて　です！ さあ　[VAR TRNAME(0000)]さんの　ポケモンを やすませて　あげましょう！
"Great to see you, [VAR TRNAME(0000)]! You want the usual, right?","Vous revoilà, [VAR TRNAME(0000)] ! Même chose que d’habitude ?","Sono felice di vederti, [VAR TRNAME(0000)]! Il solito, vero?","Ich freue mich, dich zu sehen, [VAR TRNAME(0000)]! Das Übliche, ja?","¡Qué alegría verte, [VAR TRNAME(0000)]! Lo de siempre, ¿no?",[VAR TRNAME(0000)]님 안녕하세요! 오늘도 포켓몬을 회복시키실 거죠?,[VAR TRNAME(0000)]さん　おつかれさまです！ いつもので　よろしい　ですね！
"Oh... It looks like your Pokémon may be infected with the Pokérus. Little is known about the Pokérus, except that it is a microscopic life-form that attaches to Pokémon. While infected, Pokémon are said to grow exceptionally well.","Un de vos Pokémon a peut-être attrapé le Pokérus. On sait peu de choses sur le Pokérus, si ce n’est qu’il s’agit d’une forme de vie microscopique se fixant sur les Pokémon. Les Pokémon qui en sont porteurs se développeraient incroyablement bien.","È possibile che un Pokémon abbia preso il Pokérus. Si sa poco in proposito; pare che sia un organismo microscopico che prende di mira i Pokémon. Sembra, però, che quelli contagiati crescano straordinariamente bene.","Dein Pokémon scheint vom Pokérus befallen zu sein. Über den Pokérus ist noch wenig bekannt, außer, dass es ein Mikroorganismus ist, der Pokémon befällt. Sind deine Pokémon infiziert, wachsen sie besonders gut.","Es posible que algún Pokémon esté infectado por el Pokérus. No se sabe gran cosa del mismo, salvo que es una forma de vida microscópica que infecta a los Pokémon. Al parecer, los Pokémon contagiados crecen de una forma extraordinaria.",맡겨 주신 포켓몬에 포켓러스가 붙어 있는 것 같습니다 자세한 것은 알 수 없지만 포켓러스라고 하는 것은 포켓몬에 붙는 작은 생명체라고 합니다 이것이 붙어 있는 동안 포켓몬이 잘 큰다고 합니다,おあずかりした　ポケモンに ポケルスが　ついて　いるようです くわしいことは　わかって　いませんが ポケルスと　いうのは ポケモンに　くっつく ちいさな　せいめいたい　だそうです これが　ついている　あいだ ポケモンが　よく　そだつ　みたいです
"Happy birthday to you, [VAR TRNAME(0000)]! It’s your special day!","Ah, vous voici, M[VAR GENDBR(00FF,0B07)]onsieurademoiselle [VAR TRNAME(0000)] ! Bon anniversaire !","Buon compleanno, [VAR TRNAME(0000)]! Tanti auguri!","Ah, da ist ja unser Geburtstagskind! Alles Gute zum Geburtstag, [VAR TRNAME(0000)]!","¡Feliz cumpleaños, [VAR TRNAME(0000)]! ¡Que pases un día fantástico!",해피 버스데이! [VAR TRNAME(0000)]님! 생일을 축하드립니다!,ハッピー　バースデイ！ [VAR TRNAME(0000)]さん！ おたんじょうび　おめでとう　ございます！
I’m wishing from the bottom of my heart that this will be a wonderful year for you!,"M[VAR GENDBR(00FF,0B07)]onsieurademoiselle [VAR TRNAME(0000)] ! Nous vous souhaitons beaucoup de bonheur pour les jours à venir !","Buon compleanno, [VAR TRNAME(0000)]! Ti auguro un anno ricco di felicità!","Hallo, [VAR TRNAME(0000)]! Ich hoffe von ganzem Herzen, dass dieses Jahr ein ganz besonders gutes für dich wird!","¡[VAR TRNAME(0000)], te deseo de todo corazón un año repleto de cosas buenas!",[VAR TRNAME(0000)]님! 당신의 이 1년이 항상 멋진 날이 되길 진심으로 바랍니다!,[VAR TRNAME(0000)]さん！ あなたにとって　この　１ねんが ステキな　まいにちに　なりますように こころから　いのってます！
"Oh, [VAR TRNAME(0000)]! Today is a special day! I know it’s a day early, but happy birthday to you!","M[VAR GENDBR(00FF,0B07)]onsieurademoiselle [VAR TRNAME(0000)], aujourd’hui est un jour très spécial. Il passera sûrement très vite, mais profitez-en ! Joyeux anniversaire avec un jour d’avance !","Questo è un giorno speciale, [VAR TRNAME(0000)]! So di essere in anticipo di un giorno, ma... Buon compleanno!","Es ist zwar eigentlich einen Tag zu früh, aber... Herzlichen Glückwunsch zum Geburtstag, [VAR TRNAME(0000)]!","¡Anda, [VAR TRNAME(0000)]! ¡Hoy es un día especial! Sí, ya sé que te felicito con un día de antelación, ¡pero no quería que se me pasara el desearte un muy feliz cumpleaños! ¡Disfruta de tu día!",[VAR TRNAME(0000)]님 오늘은 특별한 날입니다! 하루 이른 해피 버스데이! 생일 축하드립니다!,[VAR TRNAME(0000)]さん きょうは　とくべつです！ いちにち　はやい　ハッピー　バースデイ！ おたんじょうび　おめでとう　ございます！
