en,fr,it,de,es,ko,kana
A young boy told me about a plant Pokémon with a bulb on its back that he saw in Amarillys Forest.,Un jeune garçon m'a parlé d'un Pokémon plante avec un bulbe sur le dos qu'il a aperçu dans la Forêt d'Amarillys.,[~ 0],[~ 0],[~ 0],[~ 0],[~ 0]
"I met Helio, he told me he had an investigation for me. I need to meet him at the Pokémon League Committee in Silverbridge.","J'ai rencontré Helio, il m'a dit qu'il avait une enquête à ma confier. Je dois le retrouver au Comité de la Ligue Pokémon à Silverbridge.",[~ 1],[~ 1],[~ 1],[~ 1],[~ 1]
There is a strange tree in the Amaryllis Forest. A Kakuna of an unusul color hangs there. I should find a way to untie it.,Il y a un arbre étrange dans la Forêt d'Amaryllis. Un Conconfort d'une couleur inhabitulle y est accroché. Il faudrait que je trouve un moyen de le détacher.,[~ 2],[~ 2],[~ 2],[~ 2],[~ 2]
An old man living in the house southeast of Silverbridge is a former trainer. I could try to measure myself against him.,Un vieil homme habitant dans la maison au sud-est de Silverbridge est un ancien dresseur. Je pourrais essayer de me mesurer à lui.,[~ 3],[~ 3],[~ 3],[~ 3],[~ 3]
"Helio asked me to get an accreditation in order to participate in the Pokémon League to start my investigation. I have to go to the Fusiville Trainers Club, at the west of Silverbridge.","Helio m'a demandé de récupérer une accréditation afin de participer à la Ligue Pokémon pour démarrer mon enquête. Je dois donc me rendre au Club des Dresseurs de Fusiville, à l'ouest de Silverbridge.",[~ 4],[~ 4],[~ 4],[~ 4],[~ 4]
A young girl dropped her Pokédex on the Route 101. I might try to get it back to her.,Une jeune fille à fait tomber son Pokédex sur la Route 101. Je pourrais essayer de le lui rapporter.,[~ 5],[~ 5],[~ 5],[~ 5],[~ 5]
"An old woman in Fusiville would like to know what happened to her husband, who disappeared several years ago when he went to sea.",Une vieille femme à Fusiville aimerait savoir ce qui est arrivé à son mari qui a disparu depuis plusieurs années en partant en mer.,[~ 6],[~ 6],[~ 6],[~ 6],[~ 6]
I learned on my way to the Trainer Club that all Pokémon League Accreditations had been distributed. I'll have to find another way to get one ...,J'ai appris en allant au Club des Dresseurs que toutes les Accrédiations pour la Ligue Pokémon avaient été distribuées. Il va falloir que je trouve un autre moyen de m'en procurer une...,[~ 7],[~ 7],[~ 7],[~ 7],[~ 7]
[~ 8],[~ 8],[~ 8],[~ 8],[~ 8],[~ 8],[~ 8]
[~ 9],[~ 9],[~ 9],[~ 9],[~ 9],[~ 9],[~ 9]
[~ 10],[~ 10],[~ 10],[~ 10],[~ 10],[~ 10],[~ 10]
[~ 11],[~ 11],[~ 11],[~ 11],[~ 11],[~ 11],[~ 11]
[~ 12],[~ 12],[~ 12],[~ 12],[~ 12],[~ 12],[~ 12]
[~ 13],[~ 13],[~ 13],[~ 13],[~ 13],[~ 13],[~ 13]
[~ 14],[~ 14],[~ 14],[~ 14],[~ 14],[~ 14],[~ 14]
[~ 15],[~ 15],[~ 15],[~ 15],[~ 15],[~ 15],[~ 15]
[~ 16],[~ 16],[~ 16],[~ 16],[~ 16],[~ 16],[~ 16]
[~ 17],[~ 17],[~ 17],[~ 17],[~ 17],[~ 17],[~ 17]
[~ 18],[~ 18],[~ 18],[~ 18],[~ 18],[~ 18],[~ 18]
[~ 19],[~ 19],[~ 19],[~ 19],[~ 19],[~ 19],[~ 19]
[~ 20],[~ 20],[~ 20],[~ 20],[~ 20],[~ 20],[~ 20]
[~ 21],[~ 21],[~ 21],[~ 21],[~ 21],[~ 21],[~ 21]
[~ 22],[~ 22],[~ 22],[~ 22],[~ 22],[~ 22],[~ 22]
[~ 23],[~ 23],[~ 23],[~ 23],[~ 23],[~ 23],[~ 23]
[~ 24],[~ 24],[~ 24],[~ 24],[~ 24],[~ 24],[~ 24]
[~ 25],[~ 25],[~ 25],[~ 25],[~ 25],[~ 25],[~ 25]
[~ 26],[~ 26],[~ 26],[~ 26],[~ 26],[~ 26],[~ 26]
[~ 27],[~ 27],[~ 27],[~ 27],[~ 27],[~ 27],[~ 27]
[~ 28],[~ 28],[~ 28],[~ 28],[~ 28],[~ 28],[~ 28]
[~ 29],[~ 29],[~ 29],[~ 29],[~ 29],[~ 29],[~ 29]
[~ 30],[~ 30],[~ 30],[~ 30],[~ 30],[~ 30],[~ 30]
[~ 31],[~ 31],[~ 31],[~ 31],[~ 31],[~ 31],[~ 31]
[~ 32],[~ 32],[~ 32],[~ 32],[~ 32],[~ 32],[~ 32]
[~ 33],[~ 33],[~ 33],[~ 33],[~ 33],[~ 33],[~ 33]
[~ 34],[~ 34],[~ 34],[~ 34],[~ 34],[~ 34],[~ 34]
[~ 35],[~ 35],[~ 35],[~ 35],[~ 35],[~ 35],[~ 35]
[~ 36],[~ 36],[~ 36],[~ 36],[~ 36],[~ 36],[~ 36]
[~ 37],[~ 37],[~ 37],[~ 37],[~ 37],[~ 37],[~ 37]
[~ 38],[~ 38],[~ 38],[~ 38],[~ 38],[~ 38],[~ 38]
[~ 39],[~ 39],[~ 39],[~ 39],[~ 39],[~ 39],[~ 39]
[~ 40],[~ 40],[~ 40],[~ 40],[~ 40],[~ 40],[~ 40]
[~ 41],[~ 41],[~ 41],[~ 41],[~ 41],[~ 41],[~ 41]
[~ 42],[~ 42],[~ 42],[~ 42],[~ 42],[~ 42],[~ 42]
