en,fr,it,de,es,ko,kana
Quite an appealing move.,Une Démonstration qui plaît énormément.,Ha un grande effetto sul pubblico.,Sorgt für viel Aufsehen.,Permite realizar una exhibición muy llamativa.,많이 어필할 수 있다,たくさん　アピール　できる 
"A very appealing move, but after using this move, the user is more easily startled.","Une Démonstration très plaisante, mais le Pokémon sera aisément effrayé par la suite.","Ha un grande effetto sul pubblico, ma chi la usa tenderà a spaventarsi più facilmente.","Sorgt für viel Aufsehen, aber danach ist der Anwender leichter aus der Ruhe zu bringen.","Hace que el Pokémon se exhiba mucho, pero será fácil que lo intimiden después.",아주 많이 어필할 수 있지만 이다음에 놀라기 쉬워진다,とても　アピール　できるが このあと　おどろきやすく　なる
"A move of huge appeal, but using it prevents the user from taking further contest moves.","Plaît énormément, mais interdit d’effectuer la moindre Démonstration jusqu’à la fin.","Ha un enorme effetto, ma impedisce l’uso di altre mosse fino al termine della gara.",Sorgt für sehr viel Aufsehen. Der Anwender bleibt danach bis zum Ende handlungsunfähig.,"Gusta mucho, pero impide seguir participando.",엄청난 어필이 되지만 이후부터 마지막까지 아무것도 할 수 없게 된다,すごい　アピールに　なるが　このあと さいごまで　なにも　できなくなる
An appealing move that can be used repeatedly without boring the audience.,Peut être utilisé plusieurs fois sans ennuyer le public.,Può essere usata più volte di seguito senza annoiare il pubblico.,Sorgt beim Publikum auch bei wiederholtem Einsatz für Aufsehen.,"Por más que se use, el público no se aburrirá nunca.",계속해서 써도 관객이 싫증 내지 않게 어필할 수 있다,つづけて　だしても　かんきゃくに あきられずに　アピール　できる
Prevents the user from being startled one time this turn.,Évite une fois d’être effrayé par un autre Pokémon.,Chi la usa evita per una volta di spaventarsi durante l’esibizione.,"Vereitelt ein Mal einen gegnerischen Versuch, den Anwender aus der Ruhe zu bringen.",Evita que el Pokémon sea intimidado en una ocasión.,다른 포켓몬이 놀래도 한 번 정도는 참을 수 있다,ほかの　ポケモンに　おどろかされても １かい　くらいは　がまんできる
Prevents the user from being startled until the turn ends.,Évite d’être effrayé par les autres Pokémon.,Chi la usa non si spaventa per il resto dell’esibizione.,"Vereitelt gegnerische Versuche, den Anwender aus der Ruhe zu bringen.",Puede evitar que intimiden al Pokémon.,다른 포켓몬이 놀래도 참을 수 있다,ほかの　ポケモンに　おどろかされても がまんできる
Startles the last Pokémon to act before the user.,Effraie le Pokémon qui vient de faire sa Démonstration.,Spaventa il Pokémon che si è esibito prima di chi la usa.,Anwender bringt den vorigen Teilnehmer aus der Ruhe.,Intimida al Pokémon que se ha exhibido antes.,자신의 앞에서 어필한 포켓몬을 놀라게 만든다,じぶんの　まえに　アピールした ポケモンを　おどろかす
Startles all of the Pokémon to act before the user.,Effraie tous les Pokémon qui ont fait leur Démonstration.,Spaventa tutti i Pokémon che si sono già esibiti.,"Anwender bringt alle Pokémon, die schon am Zug waren, aus der Ruhe.",Intimida a los Pokémon que ya han realizado su exhibición.,어필이 끝난 포켓몬 모두를 놀라게 만든다,アピールが　おわっている ポケモン　みんなを　おどろかす
Badly startles the last Pokémon to act before the user.,Effraie beaucoup le Pokémon qui vient de faire sa Démonstration.,Spaventa terribilmente il Pokémon che si è esibito prima di chi la usa.,"Anwender bringt das Pokémon, das vor ihm am Zug war, schwer aus der Ruhe.",Hace que el último Pokémon que se exhibió se acobarde.,자신의 앞에서 어필한 포켓몬을 상당히 놀라게 만든다,じぶんの　まえに　アピールした ポケモンを　かなり　おどろかす
Badly startles all of the Pokémon to act before the user.,Effraie beaucoup tous les Pokémon qui ont fait leur Démonstration.,Spaventa terribilmente tutti i Pokémon che si sono già esibiti.,"Anwender bringt alle Pokémon, die schon am Zug waren, schwer aus der Ruhe.",Hace que los Pokémon que ya se han exhibido se acobarden.,어필이 끝난 포켓몬 모두를 상당히 놀라게 만든다,アピールが　おわっている　ポケモン みんなを　かなり　おどろかす
