en,fr,it,de,es,ko,kana
[VAR PKNICK(0000)],[VAR PKNICK(0000)],[VAR PKNICK(0000)],[VAR PKNICK(0000)],[VAR PKNICK(0000)],[VAR PKNICK(0000)],[VAR PKNICK(0000)]
[VAR TRNAME(0000)],[VAR TRNAME(0000)],[VAR TRNAME(0000)],[VAR TRNAME(0000)],[VAR TRNAME(0000)],[VAR TRNAME(0000)],[VAR TRNAME(0000)]
Battle,Attaque,Lotta,Kampf,Luchar,싸운다,たたかう
Bag,Sac,Borsa,Beutel,Bolsa,가방,バッグ
Pokémon,Équipe,Pokémon,Pokémon,Pokémon,포켓몬,ポケモン
Poké Ball,Poké Balls,Poké Ball,Pokébälle,Poké Ball,볼,ボール
Run,Fuite,Fuga,Flucht,Huir,도망간다,にげる
Lv.,N.,L.,Lv. ,Nv. ,Lv.,Lv.
[VAR NUM3(0000)],[VAR NUM3(0000)],[VAR NUM3(0000)],[VAR NUM3(0000)],[VAR NUM3(0000)],[VAR NUM3(0000)],[VAR NUM3(0000)]
???,???,???,???,(?),???,???
"[VAR 0203(0000,0000)]/[VAR 0203(0001,0000)]","[VAR 0203(0000,202F)]/[VAR 0203(0001,202F)]","[VAR 0203(0000,0000)]/[VAR 0203(0001,0000)]","[VAR 0203(0000,0000)]/[VAR 0203(0001,0000)]","[VAR 0203(0000,0000)]/[VAR 0203(0001,0000)]","[VAR 0203(0000,0000)]/[VAR 0203(0001,0000)]","[VAR 0203(0000,0000)]/[VAR 0203(0001,0000)]"
♂,♂,♂,♂,♂,♂,♂
♀,♀,♀,♀,♀,♀,♀
[VAR MOVE(0000)],[VAR MOVE(0000)],[VAR MOVE(0000)],[VAR MOVE(0000)],[VAR MOVE(0000)],[VAR MOVE(0000)],[VAR MOVE(0000)]
PP,PP,PP,AP,PP,PP,pp
[VAR NUM2(0000)],[VAR NUM2(0000)],[VAR NUM2(0000)],[VAR NUM2(0000)],[VAR NUM2(0000)],[VAR NUM2(0000)],[VAR NUM2(0000)]
"/[VAR 0203(0000,0000)]","/[VAR 0203(0000,202F)]","/[VAR 0203(0000,0000)]","/[VAR 0203(0000,0000)]","/[VAR 0203(0000,0000)]","/[VAR 0203(0000,0000)]","/[VAR 0203(0000,0000)]"
Super effective,Super efficace,Superefficace,Sehr effektiv,Supereficaz,효과가 굉장함,こうかばつぐん
Effective,Efficace,Effetto normale,Effektiv,Eficaz,효과 있음,こうかあり
Not very effective,Pas très efficace,Poco efficace,Nicht sehr effektiv,Poco eficaz,효과가 별로,いまひとつ
No effect,Aucun effet,Nessun effetto,Wirkungslos,Sin efecto,효과 없음,こうかなし
Attack,Attaque,Attacco,Angriff,Ataque,공격,こうげき
Defense,Défense,Difesa,Vert.,Defensa,방어,ぼうぎょ
Sp. Atk,Atq. Spé.,Att. Sp.,Sp.-Ang.,At. Esp.,특수공격,とくこう
Sp. Def,Déf. Spé.,Dif. Sp.,Sp.-Vert.,Def. Esp.,특수방어,とくぼう
Speed,Vitesse,Velocità,Initiative,Velocidad,스피드,すばやさ
Accuracy,Précision,Precisione,Genauigkeit,Precisión,명중,めいちゅう
Evasiveness,Esquive,Elusione,Ausweichwert,Evasión,회피,かいひ
[VAR 01B1(0000)],[VAR 01B1(0000)],[VAR 01B1(0000)],[VAR 01B1(0000)],[VAR 01B1(0000)],[VAR 01B1(0000)],[VAR 01B1(0000)]
[VAR NUM1(0000)],[VAR NUM1(0000)],[VAR NUM1(0000)],[VAR NUM1(0000)],[VAR NUM1(0000)],[VAR NUM1(0000)],[VAR NUM1(0000)]
/,/,/,/,/,/,/
[VAR NUM1(0000)],[VAR NUM1(0000)],[VAR NUM1(0000)],[VAR NUM1(0000)],[VAR NUM1(0000)],[VAR NUM1(0000)],[VAR NUM1(0000)]
+[VAR NUM1(0000)],+ [VAR NUM1(0000)],+[VAR NUM1(0000)],+ [VAR NUM1(0000)],+[VAR NUM1(0000)],+[VAR NUM1(0000)],+[VAR NUM1(0000)]
 Back, Retour, Indietro, Zurück, Atrás,돌아간다,もどる
Ability,Talent,Abilità,Fähigkeit,Habilidad,특성,とくせい
[VAR ABILITY(0000)],[VAR ABILITY(0000)],[VAR ABILITY(0000)],[VAR ABILITY(0000)],[VAR ABILITY(0000)],[VAR ABILITY(0000)],[VAR ABILITY(0000)]
Held Item,Objet,Strumento,Item,Objeto,지닌물건,もちもの
[VAR 0109(0000)],[VAR 0109(0000)],[VAR 0109(0000)],[VAR 0109(0000)],[VAR 0109(0000)],[VAR 0109(0000)],[VAR 0109(0000)]
"[VAR 0203(0000,0000)]/[VAR 0203(0001,0000)]","[VAR 0203(0000,202F)]/[VAR 0203(0001,202F)]","[VAR 0203(0000,0000)]/[VAR 0203(0001,0000)]","[VAR 0203(0000,0000)]/[VAR 0203(0001,0000)]","[VAR 0203(0000,0000)]/[VAR 0203(0001,0000)]","[VAR 0203(0000,0000)]/[VAR 0203(0001,0000)]","[VAR 0203(0000,0000)]/[VAR 0203(0001,0000)]"
[VAR MOVE(0000)],[VAR MOVE(0000)],[VAR MOVE(0000)],[VAR MOVE(0000)],[VAR MOVE(0000)],[VAR MOVE(0000)],[VAR MOVE(0000)]
Second Name Dummy,Titre (Dummy),Secondo nome dummy,Zweitname (Platzhalter),(dummy),두 번째 이름 더미,ふたつな　ダミー
[~ 41],[~ 41],[~ 41],[~ 41],[~ 41],[~ 41],[~ 41]
[VAR PKNAME(0000)],[VAR PKNAME(0000)],[VAR PKNAME(0000)],[VAR PKNAME(0000)],[VAR PKNAME(0000)],[VAR PKNAME(0000)],[VAR PKNAME(0000)]
[~ 43],[~ 43],[~ 43],[~ 43],[~ 43],[~ 43],[~ 43]
[~ 44],[~ 44],[~ 44],[~ 44],[~ 44],[~ 44],[~ 44]
