en,fr,it,de,es,ko,kana
———,―――――,-----,-----,—,―――――,―――――
Pound,Écras’Face,Botta,Klaps,Destructor,막치기,はたく
Karate Chop,Poing Karaté,Colpokarate,Karateschlag,Golpe Kárate,태권당수,からてチョップ
Double Slap,Torgnoles,Doppiasberla,Duplexhieb,Doble Bofetón,연속뺨치기,おうふくビンタ
Comet Punch,Poing Comète,Cometapugno,Kometenhieb,Puño Cometa,연속펀치,れんぞくパンチ
Mega Punch,Ultimapoing,Megapugno,Megahieb,Megapuño,메가톤펀치,メガトンパンチ
Pay Day,Jackpot,Giornopaga,Zahltag,Día de Pago,고양이돈받기,ネコにこばん
Fire Punch,Poing Feu,Fuocopugno,Feuerschlag,Puño Fuego,불꽃펀치,ほのおのパンチ
Ice Punch,Poing Glace,Gelopugno,Eishieb,Puño Hielo,냉동펀치,れいとうパンチ
Thunder Punch,Poing Éclair,Tuonopugno,Donnerschlag,Puño Trueno,번개펀치,かみなりパンチ
Scratch,Griffe,Graffio,Kratzer,Arañazo,할퀴기,ひっかく
Vise Grip,Force Poigne,Presa,Klammer,Agarre,찝기,はさむ
Guillotine,Guillotine,Ghigliottina,Guillotine,Guillotina,가위자르기,ハサミギロチン
Razor Wind,Coupe-Vent,Ventagliente,Klingensturm,Viento Cortante,칼바람,かまいたち
Swords Dance,Danse Lames,Danzaspada,Schwerttanz,Danza Espada,칼춤,つるぎのまい
Cut,Coupe,Taglio,Zerschneider,Corte,풀베기,いあいぎり
Gust,Tornade,Raffica,Windstoß,Tornado,바람일으키기,かぜおこし
Wing Attack,Cru-Ailes,Attacco d’Ala,Flügelschlag,Ataque Ala,날개치기,つばさでうつ
Whirlwind,Cyclone,Turbine,Wirbelwind,Remolino,날려버리기,ふきとばし
Fly,Vol,Volo,Fliegen,Vuelo,공중날기,そらをとぶ
Bind,Étreinte,Legatutto,Klammergriff,Atadura,조이기,しめつける
Slam,Souplesse,Schianto,Slam,Atizar,힘껏치기,たたきつける
Vine Whip,Fouet Lianes,Frustata,Rankenhieb,Látigo Cepa,덩굴채찍,つるのムチ
Stomp,Écrasement,Pestone,Stampfer,Pisotón,짓밟기,ふみつけ
Double Kick,Double Pied,Doppiocalcio,Doppelkick,Doble Patada,두번치기,にどげり
Mega Kick,Ultimawashi,Megacalcio,Megakick,Megapatada,메가톤킥,メガトンキック
Jump Kick,Pied Sauté,Calciosalto,Sprungkick,Patada Salto,점프킥,とびげり
Rolling Kick,Mawashi Geri,Calciorullo,Fegekick,Patada Giro,돌려차기,まわしげり
Sand Attack,Jet de Sable,Turbosabbia,Sandwirbel,Ataque Arena,모래뿌리기,すなかけ
Headbutt,Coup d’Boule,Bottintesta,Kopfnuss,Golpe Cabeza,박치기,ずつき
Horn Attack,Koud’Korne,Incornata,Hornattacke,Cornada,뿔찌르기,つのでつく
Fury Attack,Furie,Furia,Furienschlag,Ataque Furia,마구찌르기,みだれづき
Horn Drill,Empal’Korne,Perforcorno,Hornbohrer,Perforador,뿔드릴,つのドリル
Tackle,Charge,Azione,Tackle,Placaje,몸통박치기,たいあたり
Body Slam,Plaquage,Corposcontro,Bodyslam,Golpe Cuerpo,누르기,のしかかり
Wrap,Ligotage,Avvolgibotta,Wickel,Constricción,김밥말이,まきつく
Take Down,Bélier,Riduttore,Bodycheck,Derribo,돌진,とっしん
Thrash,Mania,Colpo,Fuchtler,Golpe,난동부리기,あばれる
Double-Edge,Damoclès,Sdoppiatore,Risikotackle,Doble Filo,이판사판태클,すてみタックル
Tail Whip,Mimi-Queue,Colpocoda,Rutenschlag,Látigo,꼬리흔들기,しっぽをふる
Poison Sting,Dard-Venin,Velenospina,Giftstachel,Picotazo Veneno,독침,どくばり
Twineedle,Double Dard,Doppio Ago,Duonadel,Doble Ataque,더블니들,ダブルニードル
Pin Missile,Dard-Nuée,Missilspillo,Nadelrakete,Pin Misil,바늘미사일,ミサイルばり
Leer,Groz’Yeux,Fulmisguardo,Silberblick,Malicioso,째려보기,にらみつける
