en,fr,it,de,es,ko,kana
Normal,Normal,Normale,Normal,Normal,노말,ノーマル
Fighting,Combat,Lotta,Kampf,Lucha,격투,かくとう
Flying,Vol,Volante,Flug,Volador,비행,ひこう
Poison,Poison,Veleno,Gift,Veneno,독,どく
Ground,Sol,Terra,Boden,Tierra,땅,じめん
Rock,Roche,Roccia,Gestein,Roca,바위,いわ
Bug,Insecte,Coleottero,Käfer,Bicho,벌레,むし
Ghost,Spectre,Spettro,Geist,Fantasma,고스트,ゴースト
Steel,Acier,Acciaio,Stahl,Acero,강철,はがね
Fire,Feu,Fuoco,Feuer,Fuego,불꽃,ほのお
Water,Eau,Acqua,Wasser,Agua,물,みず
Grass,Plante,Erba,Pflanze,Planta,풀,くさ
Electric,Électrik,Elettro,Elektro,Eléctrico,전기,でんき
Psychic,Psy,Psico,Psycho,Psíquico,에스퍼,エスパー
Ice,Glace,Ghiaccio,Eis,Hielo,얼음,こおり
Dragon,Dragon,Drago,Drache,Dragón,드래곤,ドラゴン
Dark,Ténèbres,Buio,Unlicht,Siniestro,악,あく
Fairy,Fée,Folletto,Fee,Hada,페어리,フェアリー
