en,fr,it,de,es,ko,kana
It’s a cracked boulder. A Pokémon may be able to break it. Would you like to use Rock Smash?,Ce rocher est fissuré. Une capacité Pokémon pourrait sûrement le pulvériser. Voulez-vous utiliser Éclate-Roc ?,Questo masso è incrinato. Forse un Pokémon potrebbe frantumarlo. Vuoi usare la mossa Spaccaroccia?,Ein rissiger Felsen. Ein Pokémon könnte ihn vielleicht zertrümmern. Möchtest du Zertrümmerer einsetzen?,Esta roca presenta algunas grietas. Un Pokémon podría ser capaz de partirla. ¿Quieres usar Golpe Roca?,금이 간 바위다! 포켓몬 기술로 깰 수 있을지도? 바위깨기를 쓰겠습니까?,ひびが　はいった　いわだ！ ポケモンの　わざで　こわせるかも？ いわくだきを　つかいますか？
It’s a cracked boulder. A Pokémon may be able to break it.,Ce rocher est fissuré. Une capacité Pokémon pourrait sûrement le pulvériser.,Questo masso è incrinato. Forse un Pokémon potrebbe frantumarlo.,Ein rissiger Felsen. Ein Pokémon könnte ihn vielleicht zertrümmern.,Esta roca presenta algunas grietas. Un Pokémon podría ser capaz de partirla.,금이 간 바위다! 포켓몬 기술로 깰 수 있을지도?,ひびが　はいった　いわだ！ ポケモンの　わざで　こわせるかも？
"You can’t pass because of prickly thorns, but a Pokémon may be able to cut the tree. Would you like to use Cut?",Cet arbuste bloque le passage. Une capacité Pokémon pourrait sûrement le débroussailler. Voulez-vous utiliser Coupe ?,"Un albero spinoso ostruisce il passaggio, ma forse un Pokémon potrebbe aprirti un varco. Vuoi usare la mossa Taglio?",Gefährliche Dornen versperren dir den Weg. Ein Pokémon könnte sie vielleicht zerschneiden. Möchtest du Zerschneider einsetzen?,"Hay unas espinas demasiado peligrosas como para pasar, pero un Pokémon podría cortarlas. ¿Quieres usar Corte?",가시 때문에 위험해서 지나갈 수 없지만 포켓몬 기술로 자를 수 있을지도? 풀베기를 쓰겠습니까?,トゲが　あぶなくて　とおれないけど ポケモンの　わざなら　きれるかも？ いあいぎりで　きりますか？
"You can’t pass because of prickly thorns, but a Pokémon may be able to cut the tree.",Cet arbuste bloque le passage. Une capacité Pokémon pourrait sûrement le débroussailler.,"Un albero spinoso ostruisce il passaggio, ma forse un Pokémon potrebbe aprirti un varco.",Gefährliche Dornen versperren dir den Weg. Ein Pokémon könnte sie vielleicht zerschneiden.,"Hay unas espinas demasiado peligrosas como para pasar, pero un Pokémon podría cortarlas.",가시 때문에 위험해서 지나갈 수 없지만 포켓몬 기술로 자를 수 있을지도?,トゲが　あぶなくて　とおれないけど ポケモンの　わざなら　きれるかも？
"It’s a big boulder, but a Pokémon may be able to push it aside. Would you like to use Strength?",C’est un gros rocher. Une capacité Pokémon pourrait sûrement le déplacer. Voulez-vous utiliser Force ?,"È un masso enorme, ma forse un Pokémon potrebbe aiutarti a spostarlo. Vuoi usare la mossa Forza?",Ein großer Felsen. Ein Pokémon könnte ihn vielleicht bewegen. Möchtest du Stärke einsetzen?,"Es una roca enorme, pero un Pokémon podría moverla. ¿Quieres usar Fuerza?",큰 바위이지만... 포켓몬 기술로 밀 수 있을지도? 괴력을 쓰겠습니까?,おおきな　いわ　だけど…… ポケモンの　わざで　おせるかも？ かいりきを　つかいますか？
"It’s a big boulder, but a Pokémon may be able to push it aside.",C’est un gros rocher. Une capacité Pokémon pourrait sûrement le déplacer.,"È un masso enorme, ma forse un Pokémon potrebbe aiutarti a spostarlo.",Ein großer Felsen. Ein Pokémon könnte ihn vielleicht bewegen.,"Es una roca enorme, pero un Pokémon podría moverla.",큰 바위이지만... 포켓몬 기술로 밀 수 있을지도?,おおきな　いわ　だけど…… ポケモンの　わざで　おせるかも？
Strength made it possible to move boulders around.,Force permet de déplacer le rocher.,Forza permette di spostare i massi!,"Stärke ermöglicht es, Felsen zu bewegen.","Gracias al movimiento Fuerza, puedes desplazar rocas.",괴력 덕분에 바위를 밀어 움직일 수 있다!,かいりきの　おかげで いわを　おして　うごかせる！
[VAR PKNICK(0000)] used Strength!,[VAR PKNICK(0000)] utilise Force !,[VAR PKNICK(0000)] usa Forza!,[VAR PKNICK(0000)] setzt Stärke ein!,[VAR PKNICK(0000)] va a usar Fuerza.,[VAR PKNICK(0000)][VAR 1900(0001)] 괴력을 발휘했다!,[VAR PKNICK(0000)]は かいりきを　はっき　した！
It’s a cracked wall. A Pokémon may be able to break it. Would you like to use Rock Smash?,Ce mur est fissuré. Une capacité Pokémon pourrait sûrement l’abattre. Voulez-vous utiliser Éclate-Roc ?,Questo muro ha una crepa. Forse un Pokémon potrebbe abbatterlo. Vuoi usare la mossa Spaccaroccia?,Eine rissige Wand. Ein Pokémon könnte sie vielleicht zertrümmern. Möchtest du Zertrümmerer einsetzen?,¡Esta pared está agrietada! Un Pokémon podría ser capaz de derribarla. ¿Quieres usar Golpe Roca?,금이 간 벽이다! 포켓몬 기술로 깰 수 있을지도? 바위깨기를 쓰겠습니까?,ひびが　はいった　かべだ！ ポケモンの　わざで　こわせるかも？ いわくだきを　つかいますか？
It’s a cracked wall. A Pokémon may be able to smash it.,Ce mur est fissuré. Une capacité Pokémon pourrait sûrement l’abattre.,Questo muro ha una crepa. Forse un Pokémon potrebbe abbatterlo.,Eine rissige Wand. Ein Pokémon könnte sie vielleicht zertrümmern.,¡Esta pared está agrietada! Un Pokémon podría ser capaz de derribarla.,금이 간 벽이다! 포켓몬 기술로 깰 수 있을지도?,ひびが　はいった　かべだ！ ポケモンの　わざで　こわせるかも？
