en,fr,it,de,es,ko,kana
This Pokémon is pretty [VAR COLOR(0002)]Hardy[VAR COLOR(0000)] by nature.,[VAR COLOR(0002)]Hardi[VAR COLOR(0000)] de nature.,Natura [VAR COLOR(0002)]Ardita[VAR COLOR(0000)].,Wesen: [VAR COLOR(0002)]Robust[VAR COLOR(0000)],Naturaleza: [VAR COLOR(0002)]fuerte[VAR COLOR(0000)],[VAR COLOR(0002)]노력[VAR COLOR(0000)]하는 성격.,[VAR COLOR(0002)]がんばりや[VAR COLOR(0000)]な　せいかく。
This Pokémon is pretty [VAR COLOR(0002)]Lonely[VAR COLOR(0000)] by nature.,[VAR COLOR(0002)]Solo[VAR COLOR(0000)] de nature.,Natura [VAR COLOR(0002)]Schiva[VAR COLOR(0000)].,Wesen: [VAR COLOR(0002)]Solo[VAR COLOR(0000)],Naturaleza: [VAR COLOR(0002)]huraña[VAR COLOR(0000)],[VAR COLOR(0002)]외로움[VAR COLOR(0000)]을 타는 성격.,[VAR COLOR(0002)]さみしがり[VAR COLOR(0000)]な　せいかく。
This Pokémon is pretty [VAR COLOR(0002)]Brave[VAR COLOR(0000)] by nature.,[VAR COLOR(0002)]Brave[VAR COLOR(0000)] de nature.,Natura [VAR COLOR(0002)]Audace[VAR COLOR(0000)].,Wesen: [VAR COLOR(0002)]Mutig[VAR COLOR(0000)],Naturaleza: [VAR COLOR(0002)]audaz[VAR COLOR(0000)],[VAR COLOR(0002)]용감[VAR COLOR(0000)]한 성격.,[VAR COLOR(0002)]ゆうかん[VAR COLOR(0000)]な　せいかく。
This Pokémon is pretty [VAR COLOR(0002)]Adamant[VAR COLOR(0000)] by nature.,[VAR COLOR(0002)]Rigide[VAR COLOR(0000)] de nature.,Natura [VAR COLOR(0002)]Decisa[VAR COLOR(0000)].,Wesen: [VAR COLOR(0002)]Hart[VAR COLOR(0000)],Naturaleza: [VAR COLOR(0002)]firme[VAR COLOR(0000)],[VAR COLOR(0002)]고집[VAR COLOR(0000)]스러운 성격.,[VAR COLOR(0002)]いじっぱり[VAR COLOR(0000)]な　せいかく。
This Pokémon is pretty [VAR COLOR(0002)]Naughty[VAR COLOR(0000)] by nature.,[VAR COLOR(0002)]Mauvais[VAR COLOR(0000)] de nature.,Natura [VAR COLOR(0002)]Birbona[VAR COLOR(0000)].,Wesen: [VAR COLOR(0002)]Frech[VAR COLOR(0000)],Naturaleza: [VAR COLOR(0002)]pícara[VAR COLOR(0000)],[VAR COLOR(0002)]개구쟁이 [VAR COLOR(0000)]같은 성격.,[VAR COLOR(0002)]やんちゃ[VAR COLOR(0000)]な　せいかく。
This Pokémon is pretty [VAR COLOR(0002)]Bold[VAR COLOR(0000)] by nature.,[VAR COLOR(0002)]Assuré[VAR COLOR(0000)] de nature.,Natura [VAR COLOR(0002)]Sicura[VAR COLOR(0000)].,Wesen: [VAR COLOR(0002)]Kühn[VAR COLOR(0000)],Naturaleza: [VAR COLOR(0002)]osada[VAR COLOR(0000)],[VAR COLOR(0002)]대담[VAR COLOR(0000)]한 성격.,[VAR COLOR(0002)]ずぶとい[VAR COLOR(0000)]　せいかく。
This Pokémon is pretty [VAR COLOR(0002)]Docile[VAR COLOR(0000)] by nature.,[VAR COLOR(0002)]Docile[VAR COLOR(0000)] de nature.,Natura [VAR COLOR(0002)]Docile[VAR COLOR(0000)].,Wesen: [VAR COLOR(0002)]Sanft[VAR COLOR(0000)],Naturaleza: [VAR COLOR(0002)]dócil[VAR COLOR(0000)],[VAR COLOR(0002)]온순[VAR COLOR(0000)]한 성격.,[VAR COLOR(0002)]すなお[VAR COLOR(0000)]な　せいかく。
This Pokémon is pretty [VAR COLOR(0002)]Relaxed[VAR COLOR(0000)] by nature.,[VAR COLOR(0002)]Relax[VAR COLOR(0000)] de nature.,Natura [VAR COLOR(0002)]Placida[VAR COLOR(0000)].,Wesen: [VAR COLOR(0002)]Locker[VAR COLOR(0000)],Naturaleza: [VAR COLOR(0002)]plácida[VAR COLOR(0000)],[VAR COLOR(0002)]무사태평[VAR COLOR(0000)]한 성격.,[VAR COLOR(0002)]のんき[VAR COLOR(0000)]な　せいかく。
This Pokémon is pretty [VAR COLOR(0002)]Impish[VAR COLOR(0000)] by nature.,[VAR COLOR(0002)]Malin[VAR COLOR(0000)] de nature.,Natura [VAR COLOR(0002)]Scaltra[VAR COLOR(0000)].,Wesen: [VAR COLOR(0002)]Pfiffig[VAR COLOR(0000)],Naturaleza: [VAR COLOR(0002)]agitada[VAR COLOR(0000)],[VAR COLOR(0002)]장난꾸러기 [VAR COLOR(0000)]같은 성격.,[VAR COLOR(0002)]わんぱく[VAR COLOR(0000)]な　せいかく。
This Pokémon is pretty [VAR COLOR(0002)]Lax[VAR COLOR(0000)] by nature.,[VAR COLOR(0002)]Lâche[VAR COLOR(0000)] de nature.,Natura [VAR COLOR(0002)]Fiacca[VAR COLOR(0000)].,Wesen: [VAR COLOR(0002)]Lasch[VAR COLOR(0000)],Naturaleza: [VAR COLOR(0002)]floja[VAR COLOR(0000)],[VAR COLOR(0002)]촐랑[VAR COLOR(0000)]거리는 성격.,[VAR COLOR(0002)]のうてんき[VAR COLOR(0000)]な　せいかく。
This Pokémon is pretty [VAR COLOR(0002)]Timid[VAR COLOR(0000)] by nature.,[VAR COLOR(0002)]Timide[VAR COLOR(0000)] de nature.,Natura [VAR COLOR(0002)]Timida[VAR COLOR(0000)].,Wesen: [VAR COLOR(0002)]Scheu[VAR COLOR(0000)],Naturaleza: [VAR COLOR(0002)]miedosa[VAR COLOR(0000)],[VAR COLOR(0002)]겁쟁이[VAR COLOR(0000)] 같은 성격.,[VAR COLOR(0002)]おくびょう[VAR COLOR(0000)]な　せいかく。
This Pokémon is pretty [VAR COLOR(0002)]Hasty[VAR COLOR(0000)] by nature.,[VAR COLOR(0002)]Pressé[VAR COLOR(0000)] de nature.,Natura [VAR COLOR(0002)]Lesta[VAR COLOR(0000)].,Wesen: [VAR COLOR(0002)]Hastig[VAR COLOR(0000)],Naturaleza: [VAR COLOR(0002)]activa[VAR COLOR(0000)],[VAR COLOR(0002)]성급[VAR COLOR(0000)]한 성격.,[VAR COLOR(0002)]せっかち[VAR COLOR(0000)]な　せいかく。
This Pokémon is pretty [VAR COLOR(0002)]Serious[VAR COLOR(0000)] by nature.,[VAR COLOR(0002)]Sérieux[VAR COLOR(0000)] de nature.,Natura [VAR COLOR(0002)]Seria[VAR COLOR(0000)].,Wesen: [VAR COLOR(0002)]Ernst[VAR COLOR(0000)],Naturaleza: [VAR COLOR(0002)]seria[VAR COLOR(0000)],[VAR COLOR(0002)]성실[VAR COLOR(0000)]한 성격.,[VAR COLOR(0002)]まじめ[VAR COLOR(0000)]な　せいかく。
This Pokémon is pretty [VAR COLOR(0002)]Jolly[VAR COLOR(0000)] by nature.,[VAR COLOR(0002)]Jovial[VAR COLOR(0000)] de nature.,Natura [VAR COLOR(0002)]Allegra[VAR COLOR(0000)].,Wesen: [VAR COLOR(0002)]Froh[VAR COLOR(0000)],Naturaleza: [VAR COLOR(0002)]alegre[VAR COLOR(0000)],[VAR COLOR(0002)]명랑[VAR COLOR(0000)]한 성격.,[VAR COLOR(0002)]ようき[VAR COLOR(0000)]な　せいかく。
This Pokémon is pretty [VAR COLOR(0002)]Naive[VAR COLOR(0000)] by nature.,[VAR COLOR(0002)]Naïf[VAR COLOR(0000)] de nature.,Natura [VAR COLOR(0002)]Ingenua[VAR COLOR(0000)].,Wesen: [VAR COLOR(0002)]Naiv[VAR COLOR(0000)],Naturaleza: [VAR COLOR(0002)]ingenua[VAR COLOR(0000)],[VAR COLOR(0002)]천진난만[VAR COLOR(0000)]한 성격.,[VAR COLOR(0002)]むじゃき[VAR COLOR(0000)]な　せいかく。
This Pokémon is pretty [VAR COLOR(0002)]Modest[VAR COLOR(0000)] by nature.,[VAR COLOR(0002)]Modeste[VAR COLOR(0000)] de nature.,Natura [VAR COLOR(0002)]Modesta[VAR COLOR(0000)].,Wesen: [VAR COLOR(0002)]Mäßig[VAR COLOR(0000)],Naturaleza: [VAR COLOR(0002)]modesta[VAR COLOR(0000)],[VAR COLOR(0002)]조심[VAR COLOR(0000)]스러운 성격.,[VAR COLOR(0002)]ひかえめ[VAR COLOR(0000)]な　せいかく。
This Pokémon is pretty [VAR COLOR(0002)]Mild[VAR COLOR(0000)] by nature.,[VAR COLOR(0002)]Doux[VAR COLOR(0000)] de nature.,Natura [VAR COLOR(0002)]Mite[VAR COLOR(0000)].,Wesen: [VAR COLOR(0002)]Mild[VAR COLOR(0000)],Naturaleza: [VAR COLOR(0002)]afable[VAR COLOR(0000)],[VAR COLOR(0002)]의젓[VAR COLOR(0000)]한 성격.,[VAR COLOR(0002)]おっとり[VAR COLOR(0000)]した　せいかく。
This Pokémon is pretty [VAR COLOR(0002)]Quiet[VAR COLOR(0000)] by nature.,[VAR COLOR(0002)]Discret[VAR COLOR(0000)] de nature.,Natura [VAR COLOR(0002)]Quieta[VAR COLOR(0000)].,Wesen: [VAR COLOR(0002)]Ruhig[VAR COLOR(0000)],Naturaleza: [VAR COLOR(0002)]mansa[VAR COLOR(0000)],[VAR COLOR(0002)]냉정[VAR COLOR(0000)]한 성격.,[VAR COLOR(0002)]れいせい[VAR COLOR(0000)]な　せいかく。
This Pokémon is pretty [VAR COLOR(0002)]Bashful[VAR COLOR(0000)] by nature.,[VAR COLOR(0002)]Pudique[VAR COLOR(0000)] de nature.,Natura [VAR COLOR(0002)]Ritrosa[VAR COLOR(0000)].,Wesen: [VAR COLOR(0002)]Zaghaft[VAR COLOR(0000)],Naturaleza: [VAR COLOR(0002)]tímida[VAR COLOR(0000)],[VAR COLOR(0002)]수줍음[VAR COLOR(0000)]을 타는 성격.,[VAR COLOR(0002)]てれや[VAR COLOR(0000)]な　せいかく。
This Pokémon is pretty [VAR COLOR(0002)]Rash[VAR COLOR(0000)] by nature.,[VAR COLOR(0002)]Foufou[VAR COLOR(0000)] de nature.,Natura [VAR COLOR(0002)]Ardente[VAR COLOR(0000)].,Wesen: [VAR COLOR(0002)]Hitzig[VAR COLOR(0000)],Naturaleza: [VAR COLOR(0002)]alocada[VAR COLOR(0000)],[VAR COLOR(0002)]덜렁[VAR COLOR(0000)]거리는 성격.,[VAR COLOR(0002)]うっかりや[VAR COLOR(0000)]な　せいかく。
This Pokémon is pretty [VAR COLOR(0002)]Calm[VAR COLOR(0000)] by nature.,[VAR COLOR(0002)]Calme[VAR COLOR(0000)] de nature.,Natura [VAR COLOR(0002)]Calma[VAR COLOR(0000)].,Wesen: [VAR COLOR(0002)]Still[VAR COLOR(0000)],Naturaleza: [VAR COLOR(0002)]serena[VAR COLOR(0000)],[VAR COLOR(0002)]차분[VAR COLOR(0000)]한 성격.,[VAR COLOR(0002)]おだやか[VAR COLOR(0000)]な　せいかく。
This Pokémon is pretty [VAR COLOR(0002)]Gentle[VAR COLOR(0000)] by nature.,[VAR COLOR(0002)]Gentil[VAR COLOR(0000)] de nature.,Natura [VAR COLOR(0002)]Gentile[VAR COLOR(0000)].,Wesen: [VAR COLOR(0002)]Zart[VAR COLOR(0000)],Naturaleza: [VAR COLOR(0002)]amable[VAR COLOR(0000)],[VAR COLOR(0002)]얌전[VAR COLOR(0000)]한 성격.,[VAR COLOR(0002)]おとなしい[VAR COLOR(0000)]　せいかく。
This Pokémon is pretty [VAR COLOR(0002)]Sassy[VAR COLOR(0000)] by nature.,[VAR COLOR(0002)]Malpoli[VAR COLOR(0000)] de nature.,Natura [VAR COLOR(0002)]Vivace[VAR COLOR(0000)].,Wesen: [VAR COLOR(0002)]Forsch[VAR COLOR(0000)],Naturaleza: [VAR COLOR(0002)]grosera[VAR COLOR(0000)],[VAR COLOR(0002)]건방[VAR COLOR(0000)]진 성격.,[VAR COLOR(0002)]なまいき[VAR COLOR(0000)]な　せいかく。
This Pokémon is pretty [VAR COLOR(0002)]Careful[VAR COLOR(0000)] by nature.,[VAR COLOR(0002)]Prudent[VAR COLOR(0000)] de nature.,Natura [VAR COLOR(0002)]Cauta[VAR COLOR(0000)].,Wesen: [VAR COLOR(0002)]Sacht[VAR COLOR(0000)],Naturaleza: [VAR COLOR(0002)]cauta[VAR COLOR(0000)],[VAR COLOR(0002)]신중[VAR COLOR(0000)]한 성격.,[VAR COLOR(0002)]しんちょう[VAR COLOR(0000)]な　せいかく。
This Pokémon is pretty [VAR COLOR(0002)]Quirky[VAR COLOR(0000)] by nature.,[VAR COLOR(0002)]Bizarre[VAR COLOR(0000)] de nature.,Natura [VAR COLOR(0002)]Furba[VAR COLOR(0000)].,Wesen: [VAR COLOR(0002)]Kauzig[VAR COLOR(0000)],Naturaleza: [VAR COLOR(0002)]rara[VAR COLOR(0000)],[VAR COLOR(0002)]변덕[VAR COLOR(0000)]스러운 성격.,[VAR COLOR(0002)]きまぐれ[VAR COLOR(0000)]な　せいかく。
"We first met one another on [VAR NUM2(0001)]/[VAR NUM2(0002)]/20[VAR NUM2(0000)], and it was [VAR COLOR(0002)][VAR 01D3(0004)][VAR COLOR(0000)]! At the time, this Pokémon was Lv. [VAR NUM3(0003)].",Rencontré au N. [VAR NUM3(0003)] le [VAR NUM2(0002)]/[VAR NUM2(0001)]/20[VAR NUM2(0000)]. Provenance : [VAR COLOR(0002)][VAR 0105(0004)][VAR COLOR(0000)],Incontrato al L. [VAR NUM3(0003)]. Data: [VAR NUM2(0002)]/[VAR NUM2(0001)]/20[VAR NUM2(0000)] Provenienza: [VAR COLOR(0002)][VAR 0105(0004)][VAR COLOR(0000)],Getroffen: [VAR NUM2(0002)].[VAR NUM2(0001)].20[VAR NUM2(0000)] Herkunft: [VAR COLOR(0002)][VAR 0105(0004)][VAR COLOR(0000)] Mit Lv. [VAR NUM3(0003)] erhalten.,Encontrado con Nv. [VAR NUM3(0003)] el [VAR NUM2(0002)]/[VAR NUM2(0001)]/20[VAR NUM2(0000)]. Origen: [VAR COLOR(0002)][VAR 0105(0004)][VAR COLOR(0000)],20[VAR NUM2(0000)]년 [VAR NUM2(0001)]월 [VAR NUM2(0002)]일 [VAR COLOR(0002)][VAR 0105(0004)][VAR COLOR(0000)]에서 Lv.[VAR NUM3(0003)]일 때 만났다.,20[VAR NUM2(0000)]ねん[VAR NUM2(0001)]がつ[VAR NUM2(0002)]にち [VAR COLOR(0002)][VAR 0105(0004)][VAR COLOR(0000)]で Lv.[VAR NUM3(0003)]のときに であった。
"It seems it was first met on [VAR NUM2(0001)]/[VAR NUM2(0002)]/20[VAR NUM2(0000)] from [VAR COLOR(0002)][VAR 1300(0004,0000)][VAR 0105(0004)][VAR COLOR(0000)]. From what I can tell, the Pokémon was Lv. [VAR NUM3(0003)] at the time.",Apparemment rencontré au N. [VAR NUM3(0003)] le [VAR NUM2(0002)]/[VAR NUM2(0001)]/20[VAR NUM2(0000)]. Provenance : [VAR COLOR(0002)][VAR 0105(0004)][VAR COLOR(0000)],Probabilmente incontrato al L. [VAR NUM3(0003)]. Data: [VAR NUM2(0002)]/[VAR NUM2(0001)]/20[VAR NUM2(0000)] Provenienza: [VAR COLOR(0002)][VAR 0105(0004)][VAR COLOR(0000)],Getroffen: [VAR NUM2(0002)].[VAR NUM2(0001)].20[VAR NUM2(0000)] Herkunft: [VAR COLOR(0002)][VAR 0105(0004)][VAR COLOR(0000)] Offenbar mit Lv. [VAR NUM3(0003)] erhalten.,Encontrado aparentemente con Nv. [VAR NUM3(0003)] el [VAR NUM2(0002)]/[VAR NUM2(0001)]/20[VAR NUM2(0000)]. Origen: [VAR COLOR(0002)][VAR 0105(0004)][VAR COLOR(0000)],20[VAR NUM2(0000)]년 [VAR NUM2(0001)]월 [VAR NUM2(0002)]일 [VAR COLOR(0002)][VAR 0105(0004)][VAR COLOR(0000)]에서 Lv.[VAR NUM3(0003)]일 때 만난 것 같다.,20[VAR NUM2(0000)]ねん[VAR NUM2(0001)]がつ[VAR NUM2(0002)]にち [VAR COLOR(0002)][VAR 0105(0004)][VAR COLOR(0000)]で Lv.[VAR NUM3(0003)]のときに であった　ようだ。
"I got this Pokémon on [VAR NUM2(0001)]/[VAR NUM2(0002)]/20[VAR NUM2(0000)], from [VAR COLOR(0002)][VAR 1300(0004,0000)][VAR 0105(0004)][VAR COLOR(0000)]. When I got it, it was Lv. [VAR NUM3(0003)].",Arrivé au N. [VAR NUM3(0003)] le [VAR NUM2(0002)]/[VAR NUM2(0001)]/20[VAR NUM2(0000)]. Provenance : [VAR COLOR(0002)][VAR 0105(0004)][VAR COLOR(0000)],Arrivato al L. [VAR NUM3(0003)]. Data: [VAR NUM2(0002)]/[VAR NUM2(0001)]/20[VAR NUM2(0000)] Provenienza: [VAR COLOR(0002)][VAR 0105(0004)][VAR COLOR(0000)],Getroffen: [VAR NUM2(0002)].[VAR NUM2(0001)].20[VAR NUM2(0000)] Herkunft: [VAR COLOR(0002)][VAR 0105(0004)][VAR COLOR(0000)] Mit Lv. [VAR NUM3(0003)] zu dir gestoßen.,Recibido con Nv. [VAR NUM3(0003)] el [VAR NUM2(0002)]/[VAR NUM2(0001)]/20[VAR NUM2(0000)]. Origen: [VAR COLOR(0002)][VAR 0105(0004)][VAR COLOR(0000)],20[VAR NUM2(0000)]년 [VAR NUM2(0001)]월 [VAR NUM2(0002)]일 [VAR COLOR(0002)][VAR 0105(0004)][VAR COLOR(0000)]에서 Lv.[VAR NUM3(0003)]일 때 왔다.,20[VAR NUM2(0000)]ねん[VAR NUM2(0001)]がつ[VAR NUM2(0002)]にち [VAR COLOR(0002)][VAR 0105(0004)][VAR COLOR(0000)]で Lv.[VAR NUM3(0003)]のときに やってきた。
"It seems it came to its original Trainer on [VAR NUM2(0001)]/[VAR NUM2(0002)]/20[VAR NUM2(0000)] and that it came from [VAR COLOR(0002)][VAR 1300(0004,0000)][VAR 0105(0004)][VAR COLOR(0000)]. From what I can tell, the Pokémon was Lv. [VAR NUM3(0003)] at the time.",Apparemment arrivé au N. [VAR NUM3(0003)] le [VAR NUM2(0002)]/[VAR NUM2(0001)]/20[VAR NUM2(0000)]. Provenance : [VAR COLOR(0002)][VAR 0105(0004)][VAR COLOR(0000)],Probabilmente arrivato al L. [VAR NUM3(0003)]. Data: [VAR NUM2(0002)]/[VAR NUM2(0001)]/20[VAR NUM2(0000)] Provenienza: [VAR COLOR(0002)][VAR 0105(0004)][VAR COLOR(0000)],Getroffen: [VAR NUM2(0002)].[VAR NUM2(0001)].20[VAR NUM2(0000)] Herkunft: [VAR COLOR(0002)][VAR 0105(0004)][VAR COLOR(0000)] Offenbar mit Lv. [VAR NUM3(0003)] zu dir gestoßen.,Recibido aparentemente con Nv. [VAR NUM3(0003)] el [VAR NUM2(0002)]/[VAR NUM2(0001)]/20[VAR NUM2(0000)]. Origen: [VAR COLOR(0002)][VAR 0105(0004)][VAR COLOR(0000)],20[VAR NUM2(0000)]년 [VAR NUM2(0001)]월 [VAR NUM2(0002)]일 [VAR COLOR(0002)][VAR 0105(0004)][VAR COLOR(0000)]에서 Lv.[VAR NUM3(0003)]일 때 온 것 같다.,20[VAR NUM2(0000)]ねん[VAR NUM2(0001)]がつ[VAR NUM2(0002)]にち [VAR COLOR(0002)][VAR 0105(0004)][VAR COLOR(0000)]で Lv.[VAR NUM3(0003)]のときに やってきた　ようだ。
I first met it when it hatched from an Egg. I’d received the Egg on [VAR NUM2(0006)]/[VAR NUM2(0007)]/20[VAR NUM2(0005)] from [VAR COLOR(0002)][VAR 0105(0008)][VAR COLOR(0000)]. It hatched on [VAR NUM2(0001)]/[VAR NUM2(0002)]/20[VAR NUM2(0000)] when I was [VAR COLOR(0002)][VAR 01D3(0004)][VAR COLOR(0000)]!,Œuf trouvé le [VAR NUM2(0007)]/[VAR NUM2(0006)]/20[VAR NUM2(0005)]. Provenance : [VAR COLOR(0002)][VAR 0105(0008)][VAR COLOR(0000)] Éclos le [VAR NUM2(0002)]/[VAR NUM2(0001)]/20[VAR NUM2(0000)]. Lieu : [VAR COLOR(0002)][VAR 0105(0004)][VAR COLOR(0000)],Uovo trovato in data [VAR NUM2(0007)]/[VAR NUM2(0006)]/20[VAR NUM2(0005)]. Provenienza: [VAR COLOR(0002)][VAR 0105(0008)][VAR COLOR(0000)] Schiuso in data: [VAR NUM2(0002)]/[VAR NUM2(0001)]/20[VAR NUM2(0000)] Luogo: [VAR COLOR(0002)][VAR 0105(0004)][VAR COLOR(0000)],Ei erhalten: [VAR NUM2(0007)].[VAR NUM2(0006)].20[VAR NUM2(0005)] Herkunft: [VAR COLOR(0002)][VAR 0105(0008)][VAR COLOR(0000)] Aus dem Ei geschlüpft: [VAR NUM2(0002)].[VAR NUM2(0001)].20[VAR NUM2(0000)] Ort: [VAR COLOR(0002)][VAR 0105(0004)][VAR COLOR(0000)],Huevo obtenido el [VAR NUM2(0007)]/[VAR NUM2(0006)]/20[VAR NUM2(0005)]. Origen: [VAR COLOR(0002)][VAR 0105(0008)][VAR COLOR(0000)] Eclosionado el [VAR NUM2(0002)]/[VAR NUM2(0001)]/20[VAR NUM2(0000)]. Lugar: [VAR COLOR(0002)][VAR 0105(0004)][VAR COLOR(0000)],20[VAR NUM2(0005)]년 [VAR NUM2(0006)]월 [VAR NUM2(0007)]일 [VAR COLOR(0002)][VAR 0105(0008)][VAR COLOR(0000)]에서 손에 넣은 알이 20[VAR NUM2(0000)]년 [VAR NUM2(0001)]월 [VAR NUM2(0002)]일 [VAR COLOR(0002)][VAR 0105(0004)][VAR COLOR(0000)]에서 부화하여 만났다.,20[VAR NUM2(0005)]ねん[VAR NUM2(0006)]がつ[VAR NUM2(0007)]にち [VAR COLOR(0002)][VAR 0105(0008)][VAR COLOR(0000)]で てにいれた　タマゴが 20[VAR NUM2(0000)]ねん[VAR NUM2(0001)]がつ[VAR NUM2(0002)]にち [VAR COLOR(0002)][VAR 0105(0004)][VAR COLOR(0000)]で かえって　であった。
